"GEO_ID","NAME","B27001B_001E","B27001B_001M","B27001B_001MA","B27001B_001EA","B27001B_002E","B27001B_002M","B27001B_002MA","B27001B_002EA","B27001B_003E","B27001B_003M","B27001B_003MA","B27001B_003EA","B27001B_004E","B27001B_004EA","B27001B_004M","B27001B_004MA","B27001B_005E","B27001B_005EA","B27001B_005M","B27001B_005MA","B27001B_006E","B27001B_006EA","B27001B_006M","B27001B_006MA","B27001B_007E","B27001B_007EA","B27001B_007M","B27001B_007MA","B27001B_008E","B27001B_008EA","B27001B_008M","B27001B_008MA","B27001B_009E","B27001B_009EA","B27001B_009M","B27001B_009MA","B27001B_010E","B27001B_010EA","B27001B_010M","B27001B_010MA","B27001B_011E","B27001B_011M","B27001B_011MA","B27001B_011EA","B27001B_012E","B27001B_012EA","B27001B_012M","B27001B_012MA","B27001B_013E","B27001B_013EA","B27001B_013M","B27001B_013MA","B27001B_014E","B27001B_014EA","B27001B_014M","B27001B_014MA","B27001B_015E","B27001B_015EA","B27001B_015M","B27001B_015MA","B27001B_016E","B27001B_016EA","B27001B_016M","B27001B_016MA","B27001B_017E","B27001B_017EA","B27001B_017M","B27001B_017MA","B27001B_018E","B27001B_018EA","B27001B_018M","B27001B_018MA","B27001B_019E","B27001B_019EA","B27001B_019M","B27001B_019MA","B27001B_020E","B27001B_020EA","B27001B_020M","B27001B_020MA","B27001B_021E","B27001B_021EA","B27001B_021M","B27001B_021MA","B27001B_022E","B27001B_022EA","B27001B_022M","B27001B_022MA","B27001B_023E","B27001B_023EA","B27001B_023M","B27001B_023MA","B27001B_024E","B27001B_024EA","B27001B_024M","B27001B_024MA","B27001B_025E","B27001B_025EA","B27001B_025M","B27001B_025MA","B27001B_026E","B27001B_026EA","B27001B_026M","B27001B_026MA","B27001B_027E","B27001B_027EA","B27001B_027M","B27001B_027MA","B27001B_028E","B27001B_028EA","B27001B_028M","B27001B_028MA",
"0500000US12015","Charlotte County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12017","Citrus County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12019","Clay County, Florida","26354","1865","null","null","1710","891","null","null","1710","891","null","null","0","null","234","null","5267","null","1123","null","4822","null","1118","null","445","null","482","null","2991","null","826","null","2887","null","839","null","104","null","144","null","2734","1354","null","null","2425","null","1313","null","309","null","326","null","3529","null","1539","null","3031","null","1496","null","498","null","721","null","4634","null","1617","null","4148","null","1656","null","486","null","795","null","3045","null","254","null","3000","null","266","null","45","null","76","null","791","null","537","null","791","null","537","null","0","null","234","null","1653","null","564","null","1653","null","564","null","0","null","234","null",
"0500000US12021","Collier County, Florida","25758","1211","null","null","1186","969","null","null","1186","969","null","null","0","null","234","null","5937","null","1069","null","5569","null","1095","null","368","null","297","null","3478","null","710","null","3198","null","746","null","280","null","259","null","2138","1161","null","null","1843","null","1057","null","295","null","398","null","3366","null","1583","null","3230","null","1619","null","136","null","191","null","3291","null","1141","null","2585","null","969","null","706","null","762","null","3139","null","99","null","2637","null","411","null","502","null","395","null","1494","null","740","null","1148","null","824","null","346","null","500","null","1729","null","738","null","1497","null","719","null","232","null","390","null",
"0500000US12023","Columbia County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12031","Duval County, Florida","278372","4719","null","null","25521","2293","null","null","24178","2369","null","null","1343","null","916","null","54664","null","3005","null","50527","null","3384","null","4137","null","1940","null","28241","null","2220","null","23484","null","2471","null","4757","null","1742","null","40361","2385","null","null","31205","null","3009","null","9156","null","2368","null","35316","null","954","null","27887","null","1881","null","7429","null","1861","null","33645","null","634","null","25804","null","1837","null","7841","null","1906","null","31734","null","619","null","27599","null","1811","null","4135","null","1735","null","18616","null","509","null","17786","null","937","null","830","null","818","null","10274","null","410","null","10157","null","454","null","117","null","197","null",
"0500000US12033","Escambia County, Florida","66622","2935","null","null","5855","1000","null","null","5715","993","null","null","140","null","187","null","13361","null","1603","null","13092","null","1651","null","269","null","441","null","7061","null","1404","null","4721","null","1444","null","2340","null","1156","null","8320","1478","null","null","6805","null","1630","null","1515","null","675","null","7700","null","632","null","4691","null","1318","null","3009","null","1266","null","7276","null","354","null","6044","null","599","null","1232","null","542","null","8743","null","62","null","8313","null","417","null","430","null","411","null","5150","null","173","null","5150","null","173","null","0","null","234","null","3156","null","212","null","3156","null","212","null","0","null","234","null",
"0500000US12035","Flagler County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12053","Hernando County, Florida","10643","1506","null","null","923","725","null","null","864","738","null","null","59","null","106","null","2324","null","776","null","1447","null","977","null","877","null","932","null","1034","null","915","null","1034","null","915","null","0","null","234","null","790","639","null","null","654","null","631","null","136","null","122","null","1342","null","606","null","820","null","644","null","522","null","581","null","1268","null","576","null","1244","null","574","null","24","null","56","null","1061","null","670","null","921","null","683","null","140","null","245","null","922","null","626","null","922","null","626","null","0","null","234","null","979","null","532","null","979","null","532","null","0","null","234","null",
"0500000US12055","Highlands County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12057","Hillsborough County, Florida","251205","7982","null","null","24351","2325","null","null","23622","2256","null","null","729","null","623","null","47785","null","3041","null","45116","null","3432","null","2669","null","1676","null","26583","null","2634","null","19004","null","2919","null","7579","null","2345","null","38363","2110","null","null","29990","null","2993","null","8373","null","2124","null","33300","null","1628","null","26488","null","1898","null","6812","null","1556","null","28453","null","1267","null","25683","null","1439","null","2770","null","970","null","28088","null","1886","null","24080","null","1834","null","4008","null","1243","null","15716","null","943","null","14743","null","1184","null","973","null","710","null","8566","null","692","null","8518","null","696","null","48","null","80","null",
"0500000US12061","Indian River County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12069","Lake County, Florida","38184","3827","null","null","2540","1256","null","null","2540","1256","null","null","0","null","234","null","8443","null","2537","null","8146","null","2352","null","297","null","439","null","3710","null","1590","null","2654","null","1292","null","1056","null","834","null","4072","2147","null","null","2788","null","1754","null","1284","null","1013","null","4765","null","1930","null","4040","null","2002","null","725","null","1081","null","4978","null","1392","null","4583","null","1365","null","395","null","353","null","4290","null","297","null","3352","null","808","null","938","null","803","null","3165","null","981","null","3165","null","981","null","0","null","234","null","2221","null","751","null","2221","null","751","null","0","null","234","null",
"0500000US12071","Lee County, Florida","65150","3313","null","null","5654","621","null","null","5454","592","null","null","200","null","235","null","15029","null","1620","null","13140","null","2402","null","1889","null","1694","null","6308","null","1789","null","5284","null","1840","null","1024","null","749","null","7756","1211","null","null","5814","null","1599","null","1942","null","1141","null","8982","null","925","null","6603","null","1182","null","2379","null","1258","null","7117","null","495","null","6375","null","605","null","742","null","520","null","6725","null","1005","null","6078","null","1133","null","647","null","506","null","4652","null","233","null","4652","null","233","null","0","null","234","null","2927","null","224","null","2531","null","589","null","396","null","550","null",
"0500000US12073","Leon County, Florida","90509","2307","null","null","6155","784","null","null","6007","764","null","null","148","null","213","null","15947","null","1157","null","15324","null","1063","null","623","null","656","null","21489","null","1712","null","17054","null","2183","null","4435","null","1560","null","12101","1004","null","null","9993","null","1381","null","2108","null","1106","null","10144","null","460","null","7267","null","1118","null","2877","null","1077","null","8745","null","315","null","7064","null","875","null","1681","null","818","null","8268","null","77","null","7325","null","521","null","943","null","515","null","5032","null","444","null","4791","null","441","null","241","null","308","null","2628","null","401","null","2628","null","401","null","0","null","234","null",
"0500000US12081","Manatee County, Florida","35601","1244","null","null","3380","569","null","null","3227","616","null","null","153","null","242","null","8278","null","1294","null","7326","null","1600","null","952","null","1112","null","3953","null","1069","null","3341","null","1224","null","612","null","497","null","3439","1065","null","null","2267","null","978","null","1172","null","966","null","5121","null","1831","null","3723","null","1683","null","1398","null","1023","null","3093","null","1550","null","1962","null","1029","null","1131","null","1441","null","4261","null","118","null","4229","null","125","null","32","null","56","null","2615","null","845","null","2615","null","845","null","0","null","234","null","1461","null","862","null","1461","null","862","null","0","null","234","null",
"0500000US12083","Marion County, Florida","45219","1570","null","null","4421","870","null","null","4421","870","null","null","0","null","234","null","9303","null","989","null","9269","null","986","null","34","null","69","null","4230","null","769","null","3253","null","996","null","977","null","716","null","5524","1252","null","null","4386","null","1413","null","1138","null","828","null","4451","null","1490","null","3480","null","1602","null","971","null","1127","null","5220","null","1391","null","4445","null","1275","null","775","null","576","null","5218","null","366","null","4203","null","779","null","1015","null","746","null","3734","null","582","null","3734","null","582","null","0","null","234","null","3118","null","677","null","3118","null","677","null","0","null","234","null",
"0500000US12085","Martin County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12086","Miami-Dade County, Florida","448862","6475","null","null","36673","2253","null","null","35287","2513","null","null","1386","null","988","null","78075","null","3604","null","71215","null","4388","null","6860","null","2880","null","42667","null","1887","null","29576","null","2675","null","13091","null","2774","null","66433","1785","null","null","44966","null","2972","null","21467","null","3017","null","55403","null","1409","null","38227","null","3137","null","17176","null","2925","null","54736","null","1876","null","40351","null","2936","null","14385","null","2519","null","54243","null","1673","null","41250","null","2258","null","12993","null","2316","null","37133","null","1186","null","36359","null","1371","null","774","null","570","null","23499","null","1136","null","23302","null","1132","null","197","null","241","null",
"0500000US12087","Monroe County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12089","Nassau County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12091","Okaloosa County, Florida","14808","2532","null","null","1076","668","null","null","845","593","null","null","231","null","296","null","1801","null","814","null","1443","null","696","null","358","null","596","null","2465","null","772","null","2144","null","803","null","321","null","356","null","2017","1251","null","null","1536","null","1091","null","481","null","501","null","2370","null","1140","null","2283","null","1106","null","87","null","132","null","1538","null","841","null","1333","null","820","null","205","null","286","null","2107","null","446","null","1861","null","479","null","246","null","256","null","1002","null","523","null","1002","null","523","null","0","null","234","null","432","null","414","null","432","null","414","null","0","null","234","null",
"0500000US12095","Orange County, Florida","292082","7010","null","null","25359","2589","null","null","24786","2673","null","null","573","null","517","null","56043","null","3563","null","52972","null","3985","null","3071","null","1558","null","34909","null","2959","null","27857","null","3098","null","7052","null","2014","null","42886","2793","null","null","32562","null","3517","null","10324","null","3185","null","39372","null","1231","null","32425","null","2629","null","6947","null","2423","null","34974","null","1830","null","27520","null","2472","null","7454","null","1927","null","30810","null","933","null","26455","null","1675","null","4355","null","1331","null","17440","null","993","null","16786","null","1256","null","654","null","616","null","10289","null","595","null","10219","null","592","null","70","null","115","null",
"0500000US12097","Osceola County, Florida","45051","5445","null","null","3452","1536","null","null","3072","1555","null","null","380","null","683","null","7611","null","2374","null","6802","null","2309","null","809","null","829","null","4771","null","1471","null","3898","null","1320","null","873","null","779","null","6225","2076","null","null","5881","null","2070","null","344","null","439","null","9826","null","3122","null","6611","null","2342","null","3215","null","2558","null","2854","null","1530","null","2854","null","1530","null","0","null","234","null","4627","null","589","null","2615","null","776","null","2012","null","840","null","2996","null","1320","null","2996","null","1320","null","0","null","234","null","2689","null","1359","null","2689","null","1359","null","0","null","234","null",
"0500000US12099","Palm Beach County, Florida","279209","5090","null","null","24329","2215","null","null","23143","2404","null","null","1186","null","730","null","54275","null","2776","null","48775","null","3481","null","5500","null","2167","null","28249","null","2475","null","18551","null","2368","null","9698","null","2188","null","35628","2070","null","null","24913","null","2882","null","10715","null","2444","null","37162","null","1463","null","27956","null","2432","null","9206","null","2289","null","35735","null","775","null","28708","null","1823","null","7027","null","1729","null","32260","null","700","null","25391","null","2112","null","6869","null","1963","null","19563","null","705","null","18213","null","950","null","1350","null","812","null","12008","null","357","null","11599","null","612","null","409","null","483","null",
"0500000US12101","Pasco County, Florida","33145","2524","null","null","1332","977","null","null","1332","977","null","null","0","null","234","null","6870","null","1228","null","5759","null","1237","null","1111","null","1071","null","4256","null","1059","null","3569","null","1072","null","687","null","438","null","3108","1179","null","null","1472","null","806","null","1636","null","997","null","5502","null","1226","null","4969","null","1130","null","533","null","527","null","5070","null","479","null","4578","null","572","null","492","null","334","null","3748","null","239","null","3630","null","286","null","118","null","204","null","2211","null","367","null","2211","null","367","null","0","null","234","null","1048","null","377","null","1048","null","377","null","0","null","234","null",
"0500000US12103","Pinellas County, Florida","96239","4324","null","null","5601","1531","null","null","5434","1497","null","null","167","null","298","null","16920","null","2765","null","16204","null","2745","null","716","null","628","null","11042","null","2021","null","8586","null","1888","null","2456","null","1259","null","13178","1491","null","null","10225","null","1866","null","2953","null","1476","null","12529","null","1127","null","9627","null","1473","null","2902","null","1307","null","12353","null","460","null","11180","null","798","null","1173","null","724","null","12318","null","613","null","10119","null","817","null","2199","null","853","null","7550","null","628","null","7550","null","628","null","0","null","234","null","4748","null","326","null","4748","null","326","null","0","null","234","null",
"0500000US12105","Polk County, Florida","108132","3446","null","null","9358","1245","null","null","8920","1466","null","null","438","null","651","null","21717","null","1952","null","18878","null","2904","null","2839","null","2608","null","11555","null","1184","null","6597","null","1546","null","4958","null","1656","null","13605","989","null","null","10904","null","1485","null","2701","null","949","null","14578","null","1560","null","10627","null","1824","null","3951","null","1359","null","11941","null","839","null","9828","null","1248","null","2113","null","1002","null","12484","null","363","null","10829","null","723","null","1655","null","765","null","7885","null","662","null","7885","null","662","null","0","null","234","null","5009","null","530","null","5009","null","530","null","0","null","234","null",
"0500000US12107","Putnam County, Florida","11797","499","null","null","836","652","null","null","836","652","null","null","0","null","234","null","2730","null","712","null","2631","null","751","null","99","null","140","null","622","null","475","null","433","null","465","null","189","null","234","null","712","566","null","null","658","null","569","null","54","null","87","null","1552","null","935","null","1456","null","970","null","96","null","126","null","2267","null","921","null","1888","null","935","null","379","null","297","null","1488","null","186","null","1063","null","350","null","425","null","346","null","900","null","275","null","900","null","275","null","0","null","234","null","690","null","277","null","690","null","277","null","0","null","234","null",
"0500000US12109","St. Johns County, Florida","14889","1849","null","null","750","323","null","null","750","323","null","null","0","null","234","null","2956","null","759","null","2609","null","765","null","347","null","409","null","2283","null","1127","null","1980","null","789","null","303","null","418","null","1016","614","null","null","527","null","412","null","489","null","488","null","1453","null","892","null","1453","null","892","null","0","null","234","null","2217","null","749","null","2092","null","745","null","125","null","172","null","1300","null","754","null","1300","null","754","null","0","null","234","null","1582","null","663","null","1582","null","663","null","0","null","234","null","1332","null","627","null","1332","null","627","null","0","null","234","null",
"0500000US12111","St. Lucie County, Florida","63215","6085","null","null","3568","1970","null","null","3568","1970","null","null","0","null","234","null","11946","null","2731","null","11198","null","2708","null","748","null","693","null","6181","null","1805","null","4876","null","1908","null","1305","null","948","null","5385","1483","null","null","3552","null","1872","null","1833","null","1445","null","9053","null","2745","null","6898","null","2121","null","2155","null","1485","null","8656","null","2746","null","6326","null","1863","null","2330","null","1406","null","8208","null","373","null","7065","null","877","null","1143","null","814","null","6057","null","724","null","5759","null","857","null","298","null","448","null","4161","null","423","null","4025","null","505","null","136","null","239","null",
"0500000US12113","Santa Rosa County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12115","Sarasota County, Florida","18225","2018","null","null","1504","1112","null","null","1504","1112","null","null","0","null","234","null","2270","null","1209","null","1882","null","1214","null","388","null","475","null","2702","null","601","null","2302","null","655","null","400","null","475","null","1626","706","null","null","926","null","594","null","700","null","420","null","2353","null","962","null","1726","null","871","null","627","null","610","null","2246","null","925","null","1385","null","746","null","861","null","620","null","2480","null","67","null","1992","null","376","null","488","null","371","null","2363","null","567","null","2363","null","567","null","0","null","234","null","681","null","567","null","681","null","567","null","0","null","234","null",
"0500000US12117","Seminole County, Florida","58942","4264","null","null","5065","1276","null","null","5065","1276","null","null","0","null","234","null","11347","null","1819","null","10376","null","1781","null","971","null","722","null","5624","null","1308","null","4735","null","1266","null","889","null","616","null","9174","1280","null","null","6519","null","1631","null","2655","null","1367","null","8193","null","1116","null","5944","null","1475","null","2249","null","1064","null","7571","null","841","null","6576","null","776","null","995","null","605","null","5498","null","570","null","5173","null","656","null","325","null","300","null","4273","null","562","null","4273","null","562","null","0","null","234","null","2197","null","466","null","2197","null","466","null","0","null","234","null",
"0500000US12119","Sumter County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US12127","Volusia County, Florida","57794","2308","null","null","4131","1065","null","null","3763","942","null","null","368","null","431","null","9825","null","1394","null","9486","null","1404","null","339","null","396","null","7755","null","845","null","5636","null","1026","null","2119","null","966","null","8357","758","null","null","6244","null","1251","null","2113","null","1206","null","7086","null","868","null","5688","null","969","null","1398","null","794","null","7041","null","900","null","5749","null","959","null","1292","null","885","null","6707","null","224","null","6129","null","552","null","578","null","488","null","4373","null","126","null","4373","null","126","null","0","null","234","null","2519","null","236","null","2519","null","236","null","0","null","234","null",
"0500000US12131","Walton County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13013","Barrow County, Georgia","10092","995","null","null","1119","410","null","null","1045","423","null","null","74","null","127","null","1854","null","403","null","1854","null","403","null","0","null","234","null","905","null","493","null","588","null","448","null","317","null","343","null","896","360","null","null","447","null","338","null","449","null","352","null","2336","null","928","null","2336","null","928","null","0","null","234","null","928","null","608","null","534","null","337","null","394","null","465","null","1122","null","486","null","1122","null","486","null","0","null","234","null","694","null","388","null","694","null","388","null","0","null","234","null","238","null","277","null","238","null","277","null","0","null","234","null",
"0500000US13015","Bartow County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13021","Bibb County, Georgia","81261","1913","null","null","6986","988","null","null","6897","997","null","null","89","null","115","null","17809","null","1457","null","17269","null","1542","null","540","null","444","null","8325","null","1440","null","5737","null","1212","null","2588","null","1284","null","10158","996","null","null","7203","null","1007","null","2955","null","965","null","9630","null","505","null","7385","null","956","null","2245","null","724","null","8828","null","408","null","7582","null","839","null","1246","null","717","null","9715","null","142","null","8279","null","684","null","1436","null","676","null","6353","null","161","null","6024","null","453","null","329","null","394","null","3457","null","259","null","3457","null","259","null","0","null","234","null",
"0500000US13031","Bulloch County, Georgia","22376","1188","null","null","1701","499","null","null","1634","521","null","null","67","null","130","null","3870","null","799","null","3828","null","794","null","42","null","84","null","5775","null","1052","null","4202","null","952","null","1573","null","791","null","3387","1390","null","null","1928","null","1106","null","1459","null","1048","null","1560","null","777","null","1199","null","768","null","361","null","370","null","2160","null","913","null","1571","null","965","null","589","null","566","null","2113","null","393","null","1794","null","421","null","319","null","344","null","1366","null","511","null","1366","null","511","null","0","null","234","null","444","null","441","null","444","null","441","null","0","null","234","null",
"0500000US13045","Carroll County, Georgia","24268","1055","null","null","2073","455","null","null","2073","455","null","null","0","null","234","null","4613","null","644","null","4613","null","644","null","0","null","234","null","3837","null","984","null","2865","null","882","null","972","null","468","null","3793","1069","null","null","2929","null","1072","null","864","null","733","null","3843","null","1282","null","3458","null","1302","null","385","null","552","null","1856","null","807","null","1668","null","782","null","188","null","199","null","2176","null","496","null","2096","null","481","null","80","null","108","null","1117","null","488","null","1117","null","488","null","0","null","234","null","960","null","708","null","960","null","708","null","0","null","234","null",
"0500000US13047","Catoosa County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13051","Chatham County, Georgia","114283","2015","null","null","8634","1078","null","null","8170","1228","null","null","464","null","423","null","23438","null","1351","null","21880","null","1462","null","1558","null","1036","null","13459","null","1650","null","9843","null","1920","null","3616","null","1607","null","15663","1524","null","null","10932","null","1580","null","4731","null","1544","null","13457","null","787","null","10677","null","1450","null","2780","null","1361","null","12841","null","211","null","10050","null","971","null","2791","null","1009","null","13155","null","448","null","11405","null","691","null","1750","null","758","null","8590","null","358","null","8590","null","358","null","0","null","234","null","5046","null","224","null","5046","null","224","null","0","null","234","null",
"0500000US13057","Cherokee County, Georgia","19446","843","null","null","967","828","null","null","967","828","null","null","0","null","234","null","5637","null","1075","null","5637","null","1075","null","0","null","234","null","845","null","534","null","845","null","534","null","0","null","234","null","3041","1230","null","null","1741","null","944","null","1300","null","963","null","2541","null","1346","null","1186","null","824","null","1355","null","1365","null","3029","null","768","null","2752","null","685","null","277","null","370","null","1151","null","620","null","1151","null","620","null","0","null","234","null","1856","null","807","null","1856","null","807","null","0","null","234","null","379","null","340","null","379","null","340","null","0","null","234","null",
"0500000US13059","Clarke County, Georgia","35947","1163","null","null","2132","561","null","null","2093","565","null","null","39","null","72","null","7110","null","606","null","6957","null","579","null","153","null","231","null","6086","null","1086","null","5261","null","1529","null","825","null","831","null","4239","1332","null","null","2898","null","1392","null","1341","null","868","null","3752","null","1476","null","2898","null","1204","null","854","null","825","null","4796","null","2006","null","3611","null","1225","null","1185","null","1279","null","4216","null","11","null","3288","null","589","null","928","null","588","null","2667","null","578","null","2544","null","569","null","123","null","215","null","949","null","610","null","949","null","610","null","0","null","234","null",
"0500000US13063","Clayton County, Georgia","201060","4395","null","null","16835","1586","null","null","15005","1916","null","null","1830","null","1095","null","40775","null","3091","null","35989","null","3246","null","4786","null","1605","null","20338","null","2761","null","13413","null","3249","null","6925","null","1979","null","30452","2466","null","null","19796","null","3140","null","10656","null","2726","null","26308","null","1107","null","21725","null","1659","null","4583","null","1512","null","27485","null","330","null","23240","null","1491","null","4245","null","1492","null","23358","null","449","null","20456","null","1193","null","2902","null","1094","null","11530","null","596","null","11530","null","596","null","0","null","234","null","3979","null","278","null","3979","null","278","null","0","null","234","null",
"0500000US13067","Cobb County, Georgia","210796","4789","null","null","15777","2192","null","null","15350","2146","null","null","427","null","503","null","39409","null","2867","null","37078","null","2884","null","2331","null","1070","null","21801","null","2015","null","17806","null","2266","null","3995","null","1857","null","31305","2123","null","null","25060","null","2509","null","6245","null","2117","null","33231","null","996","null","28176","null","1856","null","5055","null","1713","null","31665","null","655","null","28497","null","1213","null","3168","null","1309","null","23486","null","558","null","21176","null","1318","null","2310","null","1192","null","10149","null","558","null","10051","null","582","null","98","null","162","null","3973","null","317","null","3973","null","317","null","0","null","234","null",
"0500000US13073","Columbia County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
