"GEO_ID","NAME","B27001H_001E","B27001H_001EA","B27001H_001M","B27001H_001MA","B27001H_002E","B27001H_002EA","B27001H_002M","B27001H_002MA","B27001H_003E","B27001H_003EA","B27001H_003M","B27001H_003MA","B27001H_004E","B27001H_004EA","B27001H_004M","B27001H_004MA","B27001H_005E","B27001H_005EA","B27001H_005M","B27001H_005MA","B27001H_006E","B27001H_006EA","B27001H_006M","B27001H_006MA","B27001H_007E","B27001H_007EA","B27001H_007M","B27001H_007MA","B27001H_008E","B27001H_008M","B27001H_008MA","B27001H_008EA","B27001H_009E","B27001H_009EA","B27001H_009M","B27001H_009MA","B27001H_010E","B27001H_010EA","B27001H_010M","B27001H_010MA","B27001H_011E","B27001H_011EA","B27001H_011M","B27001H_011MA","B27001H_012E","B27001H_012EA","B27001H_012M","B27001H_012MA","B27001H_013E","B27001H_013EA","B27001H_013M","B27001H_013MA","B27001H_014E","B27001H_014EA","B27001H_014M","B27001H_014MA","B27001H_015E","B27001H_015EA","B27001H_015M","B27001H_015MA","B27001H_016E","B27001H_016EA","B27001H_016M","B27001H_016MA","B27001H_017E","B27001H_017EA","B27001H_017M","B27001H_017MA","B27001H_018E","B27001H_018EA","B27001H_018M","B27001H_018MA","B27001H_019E","B27001H_019M","B27001H_019MA","B27001H_019EA","B27001H_020E","B27001H_020EA","B27001H_020M","B27001H_020MA","B27001H_021E","B27001H_021EA","B27001H_021M","B27001H_021MA","B27001H_022E","B27001H_022EA","B27001H_022M","B27001H_022MA","B27001H_023E","B27001H_023EA","B27001H_023M","B27001H_023MA","B27001H_024E","B27001H_024EA","B27001H_024M","B27001H_024MA","B27001H_025E","B27001H_025EA","B27001H_025M","B27001H_025MA","B27001H_026E","B27001H_026EA","B27001H_026M","B27001H_026MA","B27001H_027E","B27001H_027EA","B27001H_027M","B27001H_027MA","B27001H_028E","B27001H_028EA","B27001H_028M","B27001H_028MA",
"0500000US01081","Lee County, Alabama","110898","null","343","null","8072","null","780","null","7924","null","743","null","148","null","250","null","15532","null","1189","null","15028","null","1296","null","504","null","657","null","20502","1132","null","null","19988","null","1260","null","514","null","530","null","13505","null","741","null","12289","null","894","null","1216","null","730","null","12663","null","193","null","11731","null","813","null","932","null","795","null","12584","null","75","null","12003","null","447","null","581","441","null","null","12508","null","89","null","10790","null","1056","null","1718","null","1049","null","9505","null","206","null","9505","null","206","null","0","null","206","null","6027","null","178","null","6027","null","178","null","0","null","206","null",
"0500000US01083","Limestone County, Alabama","72676","null","892","null","4487","null","402","null","4487","null","402","null","0","null","206","null","11773","null","730","null","11013","null","691","null","760","null","795","null","4756","786","null","null","3092","null","1190","null","1664","null","760","null","8557","null","508","null","5752","null","1068","null","2805","null","1093","null","9425","null","333","null","7352","null","885","null","2073","null","883","null","10613","null","234","null","9817","null","572","null","796","517","null","null","10530","null","236","null","9768","null","463","null","762","null","424","null","7353","null","295","null","7353","null","295","null","0","null","206","null","5182","null","107","null","5182","null","107","null","0","null","206","null",
"0500000US01089","Madison County, Alabama","235707","null","1406","null","14316","null","880","null","14289","null","880","null","27","null","46","null","34380","null","1310","null","33333","null","1400","null","1047","null","623","null","17546","1076","null","null","15815","null","1394","null","1731","null","779","null","28776","null","830","null","25792","null","1177","null","2984","null","966","null","27990","null","516","null","25878","null","862","null","2112","null","736","null","31685","null","477","null","30074","null","789","null","1611","671","null","null","38046","null","174","null","35710","null","1209","null","2336","null","1189","null","24395","null","206","null","24281","null","136","null","114","null","136","null","18573","null","296","null","18573","null","296","null","0","null","206","null",
"0500000US01095","Marshall County, Alabama","76228","null","478","null","5201","null","575","null","5193","null","575","null","8","null","14","null","11259","null","684","null","11081","null","701","null","178","null","155","null","4879","353","null","null","4207","null","489","null","672","null","317","null","9169","null","183","null","6515","null","1084","null","2654","null","1155","null","8621","null","27","null","7021","null","605","null","1600","null","609","null","10341","null","206","null","9035","null","602","null","1306","602","null","null","11417","null","99","null","10494","null","396","null","923","null","397","null","8913","null","172","null","8913","null","172","null","0","null","206","null","6428","null","253","null","6428","null","253","null","0","null","206","null",
"0500000US01097","Mobile County, Alabama","230338","null","779","null","15786","null","927","null","15442","null","949","null","344","null","296","null","33668","null","1111","null","32109","null","1382","null","1559","null","688","null","18470","1227","null","null","14984","null","1536","null","3486","null","1145","null","27277","null","1036","null","23091","null","1418","null","4186","null","1119","null","27389","null","122","null","22531","null","1519","null","4858","null","1524","null","29194","null","213","null","23799","null","1586","null","5395","1544","null","null","33137","null","290","null","29994","null","1085","null","3143","null","1018","null","26580","null","223","null","26408","null","309","null","172","null","218","null","18837","null","261","null","18837","null","261","null","0","null","206","null",
"0500000US01101","Montgomery County, Alabama","70843","null","1049","null","4220","null","322","null","4172","null","318","null","48","null","56","null","8598","null","497","null","8542","null","520","null","56","null","78","null","5919","681","null","null","5189","null","803","null","730","null","407","null","6104","null","728","null","5722","null","770","null","382","null","372","null","7684","null","282","null","6774","null","631","null","910","null","583","null","8668","null","407","null","7789","null","538","null","879","431","null","null","11259","null","283","null","10811","null","401","null","448","null","331","null","10308","null","31","null","10308","null","31","null","0","null","206","null","8083","null","230","null","8083","null","230","null","0","null","206","null",
"0500000US01103","Morgan County, Alabama","88353","null","1022","null","4886","null","298","null","4724","null","347","null","162","null","168","null","13517","null","406","null","13053","null","677","null","464","null","694","null","6139","514","null","null","4684","null","865","null","1455","null","819","null","9672","null","453","null","7672","null","1052","null","2000","null","968","null","9881","null","599","null","8625","null","836","null","1256","null","585","null","12026","null","411","null","10192","null","855","null","1834","773","null","null","13676","null","146","null","12551","null","648","null","1125","null","629","null","10654","null","170","null","10654","null","170","null","0","null","206","null","7902","null","254","null","7902","null","254","null","0","null","206","null",
"0500000US01115","St. Clair County, Alabama","75874","null","335","null","5037","null","554","null","5037","null","554","null","0","null","206","null","12788","null","922","null","12752","null","929","null","36","null","77","null","4546","816","null","null","3338","null","909","null","1208","null","1160","null","9021","null","491","null","7557","null","735","null","1464","null","690","null","9530","null","73","null","8818","null","503","null","712","null","508","null","10293","null","108","null","10013","null","304","null","280","286","null","null","10927","null","28","null","10544","null","355","null","383","null","354","null","8328","null","206","null","8328","null","206","null","0","null","206","null","5404","null","162","null","5404","null","162","null","0","null","206","null",
"0500000US01117","Shelby County, Alabama","166902","null","784","null","10354","null","813","null","10057","null","843","null","297","null","280","null","27428","null","1088","null","27113","null","1125","null","315","null","298","null","12971","920","null","null","11818","null","1048","null","1153","null","623","null","16570","null","769","null","14963","null","860","null","1607","null","721","null","21485","null","264","null","19753","null","840","null","1732","null","809","null","23611","null","150","null","22009","null","658","null","1602","675","null","null","23657","null","112","null","22695","null","512","null","962","null","483","null","18533","null","147","null","18533","null","147","null","0","null","206","null","12293","null","148","null","12293","null","148","null","0","null","206","null",
"0500000US01121","Talladega County, Alabama","47843","null","957","null","2521","null","194","null","2392","null","286","null","129","null","212","null","7201","null","356","null","6897","null","556","null","304","null","365","null","3663","553","null","null","3030","null","520","null","633","null","318","null","4841","null","427","null","4014","null","397","null","827","null","452","null","5080","null","389","null","4090","null","620","null","990","null","526","null","6643","null","255","null","5867","null","624","null","776","556","null","null","7425","null","89","null","7011","null","328","null","414","null","344","null","6213","null","171","null","6213","null","171","null","0","null","206","null","4256","null","245","null","4256","null","245","null","0","null","206","null",
"0500000US01125","Tuscaloosa County, Alabama","126240","null","740","null","7406","null","518","null","7339","null","528","null","67","null","110","null","17810","null","1132","null","17084","null","1173","null","726","null","597","null","19728","1573","null","null","18888","null","1749","null","840","null","490","null","15570","null","1105","null","14310","null","1286","null","1260","null","899","null","14298","null","264","null","12209","null","1029","null","2089","null","996","null","14768","null","132","null","13367","null","723","null","1401","712","null","null","15882","null","206","null","15116","null","450","null","766","null","450","null","12697","null","206","null","12687","null","16","null","10","null","16","null","8081","null","308","null","8081","null","308","null","0","null","206","null",
"0500000US01127","Walker County, Alabama","55858","null","394","null","3778","null","446","null","2893","null","750","null","885","null","840","null","8394","null","459","null","6517","null","1046","null","1877","null","1041","null","4434","603","null","null","3043","null","790","null","1391","null","679","null","5840","null","582","null","4279","null","680","null","1561","null","647","null","6181","null","252","null","4479","null","838","null","1702","null","820","null","7471","null","82","null","6397","null","524","null","1074","519","null","null","8270","null","206","null","7504","null","431","null","766","null","431","null","6757","null","104","null","6684","null","145","null","73","null","106","null","4733","null","95","null","4733","null","95","null","0","null","206","null",
"0500000US02020","Anchorage Municipality, Alaska","157067","null","1514","null","10755","null","763","null","10229","null","932","null","526","null","506","null","20790","null","892","null","19658","null","1206","null","1132","null","858","null","12205","1293","null","null","10778","null","1225","null","1427","null","857","null","22910","null","1203","null","19725","null","1522","null","3185","null","1177","null","21790","null","572","null","20404","null","723","null","1386","null","574","null","20671","null","454","null","18929","null","1019","null","1742","841","null","null","24371","null","118","null","22199","null","1009","null","2172","null","999","null","15761","null","145","null","15499","null","435","null","262","null","414","null","7814","null","262","null","7814","null","262","null","0","null","163","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","61217","null","1338","null","4698","null","311","null","4668","null","309","null","30","null","53","null","9810","null","814","null","9104","null","1218","null","706","null","793","null","6129","989","null","null","5563","null","1047","null","566","null","426","null","7948","null","1086","null","7099","null","1026","null","849","null","530","null","8106","null","368","null","7032","null","1000","null","1074","null","944","null","7179","null","164","null","6597","null","512","null","582","490","null","null","8378","null","163","null","7975","null","354","null","403","null","354","null","6285","null","163","null","6285","null","163","null","0","null","163","null","2684","null","143","null","2684","null","143","null","0","null","163","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","83459","null","800","null","6463","null","353","null","5816","null","490","null","647","null","314","null","14983","null","426","null","13120","null","709","null","1863","null","551","null","6482","617","null","null","5105","null","577","null","1377","null","656","null","9407","null","595","null","7442","null","765","null","1965","null","576","null","11219","null","376","null","9879","null","568","null","1340","null","424","null","10489","null","162","null","9477","null","404","null","1012","372","null","null","12258","null","93","null","11167","null","367","null","1091","null","346","null","8238","null","43","null","8104","null","140","null","134","null","134","null","3920","null","66","null","3920","null","66","null","0","null","163","null",
"0500000US04001","Apache County, Arizona","12739","null","144","null","839","null","573","null","839","null","573","null","0","null","218","null","1678","null","583","null","1484","null","598","null","194","null","265","null","238","171","null","null","238","null","171","null","0","null","218","null","1172","null","534","null","1078","null","519","null","94","null","160","null","757","null","547","null","651","null","530","null","106","null","134","null","1330","null","607","null","1244","null","578","null","86","156","null","null","2994","null","518","null","2304","null","751","null","690","null","754","null","2401","null","288","null","2401","null","288","null","0","null","218","null","1330","null","297","null","1330","null","297","null","0","null","218","null",
"0500000US04003","Cochise County, Arizona","64952","null","850","null","3635","null","377","null","3586","null","404","null","49","null","89","null","7775","null","476","null","6433","null","798","null","1342","null","705","null","2717","640","null","null","2513","null","650","null","204","null","172","null","5446","null","636","null","4398","null","640","null","1048","null","527","null","6412","null","354","null","5888","null","423","null","524","null","304","null","6784","null","328","null","6053","null","549","null","731","502","null","null","10687","null","136","null","9699","null","460","null","988","null","436","null","12061","null","103","null","12061","null","103","null","0","null","218","null","9435","null","189","null","9370","null","210","null","65","null","94","null",
"0500000US04005","Coconino County, Arizona","77420","null","164","null","3667","null","379","null","3481","null","347","null","186","null","319","null","9996","null","1166","null","9711","null","1106","null","285","null","297","null","15332","1226","null","null","14429","null","1150","null","903","null","666","null","9083","null","588","null","7898","null","711","null","1185","null","638","null","8305","null","218","null","7497","null","440","null","808","null","440","null","7922","null","218","null","7573","null","254","null","349","254","null","null","10151","null","148","null","9135","null","583","null","1016","null","535","null","8427","null","112","null","8427","null","112","null","0","null","218","null","4537","null","46","null","4537","null","46","null","0","null","218","null",
"0500000US04013","Maricopa County, Arizona","2419445","null","3769","null","125404","null","2223","null","118246","null","2784","null","7158","null","1535","null","313765","null","3110","null","296510","null","4075","null","17255","null","3338","null","177194","3760","null","null","157865","null","4702","null","19329","null","2762","null","280825","null","2910","null","250053","null","4735","null","30772","null","3364","null","290830","null","1737","null","264681","null","3177","null","26149","null","2937","null","318855","null","868","null","291659","null","3631","null","27196","3575","null","null","358996","null","618","null","334459","null","2838","null","24537","null","2827","null","311773","null","628","null","310022","null","920","null","1751","null","690","null","241803","null","750","null","240902","null","1076","null","901","null","631","null",
"0500000US04015","Mohave County, Arizona","160150","null","959","null","6367","null","516","null","6070","null","559","null","297","null","276","null","17188","null","585","null","16703","null","797","null","485","null","496","null","7165","557","null","null","5478","null","770","null","1687","null","733","null","13078","null","703","null","10864","null","1141","null","2214","null","916","null","12938","null","174","null","11514","null","626","null","1424","null","608","null","16546","null","239","null","13811","null","865","null","2735","827","null","null","28927","null","250","null","26398","null","899","null","2529","null","877","null","32042","null","316","null","31758","null","444","null","284","null","317","null","25899","null","212","null","25899","null","212","null","0","null","218","null",
"0500000US04017","Navajo County, Arizona","45608","null","332","null","2928","null","394","null","2438","null","693","null","490","null","776","null","6503","null","635","null","6395","null","633","null","108","null","130","null","2631","669","null","null","2247","null","713","null","384","null","467","null","2606","null","674","null","2169","null","673","null","437","null","269","null","5257","null","235","null","4568","null","518","null","689","null","515","null","4819","null","165","null","4082","null","589","null","737","563","null","null","7561","null","231","null","6745","null","481","null","816","null","467","null","8035","null","107","null","7944","null","175","null","91","null","145","null","5268","null","107","null","5268","null","107","null","0","null","218","null",
"0500000US04019","Pima County, Arizona","523743","null","1798","null","22207","null","1030","null","21509","null","1103","null","698","null","374","null","56247","null","1438","null","53490","null","2452","null","2757","null","1973","null","47220","2155","null","null","41911","null","2112","null","5309","null","1322","null","48118","null","1712","null","41672","null","1970","null","6446","null","1255","null","51276","null","699","null","47773","null","1247","null","3503","null","1148","null","56461","null","608","null","52158","null","1299","null","4303","1279","null","null","82054","null","482","null","77190","null","1024","null","4864","null","990","null","88591","null","353","null","88519","null","366","null","72","null","81","null","71569","null","482","null","71479","null","496","null","90","null","109","null",
"0500000US04021","Pinal County, Arizona","251494","null","2109","null","12864","null","1025","null","11497","null","1445","null","1367","null","831","null","33170","null","1184","null","29825","null","1562","null","3345","null","1356","null","13188","1292","null","null","11782","null","1409","null","1406","null","811","null","22205","null","1553","null","20187","null","1725","null","2018","null","990","null","27265","null","910","null","23724","null","1469","null","3541","null","1253","null","27165","null","580","null","25453","null","1088","null","1712","956","null","null","36827","null","420","null","33471","null","1155","null","3356","null","1102","null","45472","null","157","null","45472","null","157","null","0","null","218","null","33338","null","237","null","33338","null","237","null","0","null","218","null",
"0500000US04025","Yavapai County, Arizona","187189","null","699","null","7078","null","558","null","6305","null","832","null","773","null","609","null","19392","null","902","null","18561","null","1032","null","831","null","580","null","10726","1436","null","null","9047","null","1411","null","1679","null","886","null","11641","null","1221","null","10373","null","1331","null","1268","null","767","null","14851","null","224","null","13307","null","784","null","1544","null","716","null","18729","null","309","null","15332","null","1293","null","3397","1263","null","null","34706","null","81","null","29571","null","1503","null","5135","null","1502","null","41318","null","216","null","41300","null","218","null","18","null","31","null","28748","null","161","null","28748","null","161","null","0","null","218","null",
"0500000US04027","Yuma County, Arizona","61187","null","915","null","2884","null","369","null","2740","null","381","null","144","null","155","null","6325","null","633","null","5848","null","682","null","477","null","533","null","2876","726","null","null","2822","null","728","null","54","null","100","null","4655","null","364","null","3625","null","626","null","1030","null","580","null","4977","null","249","null","4083","null","585","null","894","null","540","null","4908","null","243","null","4315","null","359","null","593","305","null","null","7783","null","181","null","7248","null","364","null","535","null","322","null","11808","null","218","null","11772","null","57","null","36","null","57","null","14971","null","171","null","14971","null","171","null","0","null","218","null",
"0500000US05007","Benton County, Arkansas","201361","null","661","null","14128","null","671","null","13656","null","844","null","472","null","386","null","34659","null","822","null","33643","null","1074","null","1016","null","693","null","14108","857","null","null","13485","null","982","null","623","null","439","null","25133","null","788","null","22611","null","1241","null","2522","null","1021","null","28250","null","101","null","25334","null","1285","null","2916","null","1280","null","25742","null","101","null","23162","null","841","null","2580","846","null","null","25347","null","137","null","23684","null","820","null","1663","null","803","null","19746","null","157","null","19746","null","157","null","0","null","206","null","14248","null","226","null","14248","null","226","null","0","null","206","null",
"0500000US05031","Craighead County, Arkansas","81532","null","515","null","6035","null","588","null","5897","null","554","null","138","null","230","null","12016","null","775","null","10877","null","975","null","1139","null","681","null","8455","928","null","null","7888","null","1038","null","567","null","410","null","10259","null","781","null","7920","null","1264","null","2339","null","1040","null","10419","null","240","null","9183","null","813","null","1236","null","787","null","10121","null","206","null","8635","null","791","null","1486","791","null","null","10592","null","27","null","10107","null","301","null","485","null","306","null","8027","null","84","null","7905","null","250","null","122","null","199","null","5608","null","268","null","5608","null","268","null","0","null","206","null",
"0500000US05045","Faulkner County, Arkansas","99268","null","992","null","6328","null","534","null","6328","null","534","null","0","null","206","null","16521","null","813","null","16457","null","810","null","64","null","121","null","13833","842","null","null","11842","null","1229","null","1991","null","1031","null","11838","null","575","null","9798","null","911","null","2040","null","808","null","12064","null","388","null","11565","null","541","null","499","null","354","null","11943","null","230","null","10189","null","866","null","1754","793","null","null","12232","null","206","null","11760","null","310","null","472","null","310","null","8879","null","113","null","8879","null","113","null","0","null","206","null","5630","null","149","null","5630","null","149","null","0","null","206","null",
"0500000US05051","Garland County, Arkansas","80536","null","345","null","4415","null","438","null","4350","null","426","null","65","null","105","null","9801","null","526","null","9591","null","610","null","210","null","266","null","5699","568","null","null","4842","null","832","null","857","null","528","null","7825","null","548","null","5680","null","1263","null","2145","null","1047","null","8673","null","139","null","7940","null","635","null","733","null","619","null","9792","null","142","null","8918","null","494","null","874","478","null","null","12338","null","202","null","11642","null","458","null","696","null","421","null","12405","null","29","null","12405","null","29","null","0","null","206","null","9588","null","137","null","9588","null","137","null","0","null","206","null",
"0500000US05069","Jefferson County, Arkansas","22686","null","711","null","1374","null","271","null","1374","null","271","null","0","null","206","null","2827","null","312","null","2774","null","274","null","53","null","113","null","1241","668","null","null","1241","null","668","null","0","null","206","null","2537","null","824","null","2199","null","902","null","338","null","390","null","2093","null","484","null","1805","null","442","null","288","null","323","null","2994","null","259","null","2924","null","273","null","70","88","null","null","3606","null","214","null","3455","null","276","null","151","null","189","null","3311","null","163","null","3311","null","163","null","0","null","206","null","2703","null","170","null","2681","null","163","null","22","null","37","null",
"0500000US05085","Lonoke County, Arkansas","62108","null","318","null","4800","null","562","null","4468","null","758","null","332","null","376","null","11320","null","630","null","10838","null","756","null","482","null","492","null","4311","396","null","null","3531","null","1043","null","780","null","943","null","8168","null","348","null","6745","null","750","null","1423","null","737","null","8504","null","126","null","7947","null","378","null","557","null","366","null","8125","null","167","null","7705","null","367","null","420","281","null","null","8012","null","95","null","7678","null","300","null","334","null","266","null","5401","null","143","null","5401","null","143","null","0","null","206","null","3467","null","162","null","3467","null","162","null","0","null","206","null",
"0500000US05119","Pulaski County, Arkansas","197533","null","1493","null","12304","null","747","null","11888","null","818","null","416","null","501","null","24282","null","943","null","23589","null","1102","null","693","null","551","null","12820","1053","null","null","11680","null","1072","null","1140","null","702","null","24806","null","1075","null","21288","null","1678","null","3518","null","1428","null","24428","null","316","null","21918","null","1112","null","2510","null","1066","null","25074","null","264","null","22773","null","821","null","2301","796","null","null","30097","null","500","null","28890","null","941","null","1207","null","823","null","25079","null","280","null","24860","null","489","null","219","null","359","null","18643","null","359","null","18643","null","359","null","0","null","206","null",
"0500000US05125","Saline County, Arkansas","101295","null","455","null","6117","null","559","null","5952","null","584","null","165","null","192","null","16473","null","731","null","15120","null","1214","null","1353","null","858","null","6132","786","null","null","5398","null","712","null","734","null","533","null","11628","null","546","null","10392","null","821","null","1236","null","756","null","13188","null","72","null","10816","null","1436","null","2372","null","1438","null","13336","null","206","null","11760","null","1013","null","1576","1013","null","null","13693","null","266","null","13241","null","431","null","452","null","356","null","11935","null","166","null","11935","null","166","null","0","null","206","null","8793","null","111","null","8793","null","111","null","0","null","206","null",
"0500000US05131","Sebastian County, Arkansas","86955","null","303","null","5662","null","455","null","5220","null","574","null","442","null","550","null","13523","null","822","null","12856","null","868","null","667","null","605","null","5787","877","null","null","4711","null","1024","null","1076","null","571","null","10414","null","516","null","8552","null","1040","null","1862","null","859","null","10249","null","188","null","8096","null","835","null","2153","null","834","null","11249","null","206","null","10571","null","532","null","678","532","null","null","12752","null","33","null","11865","null","639","null","887","null","642","null","9806","null","194","null","9806","null","194","null","0","null","206","null","7513","null","126","null","7513","null","126","null","0","null","206","null",
"0500000US05143","Washington County, Arkansas","165567","null","973","null","10278","null","559","null","9386","null","853","null","892","null","735","null","25868","null","1191","null","24156","null","1567","null","1712","null","996","null","22714","1298","null","null","20102","null","1774","null","2612","null","1313","null","21507","null","990","null","18356","null","1553","null","3151","null","994","null","21153","null","315","null","18580","null","1095","null","2573","null","1055","null","18874","null","102","null","17073","null","802","null","1801","804","null","null","19741","null","452","null","18403","null","710","null","1338","null","597","null","15318","null","151","null","15318","null","151","null","0","null","206","null","10114","null","309","null","10063","null","317","null","51","null","85","null",
"0500000US05145","White County, Arkansas","68774","null","226","null","4672","null","636","null","4608","null","622","null","64","null","137","null","11552","null","872","null","11001","null","903","null","551","null","612","null","6802","768","null","null","6269","null","914","null","533","null","460","null","7478","null","524","null","6480","null","726","null","998","null","510","null","8009","null","206","null","7484","null","338","null","525","null","338","null","8722","null","20","null","7482","null","915","null","1240","916","null","null","9313","null","206","null","7494","null","1205","null","1819","null","1205","null","7138","null","20","null","7138","null","20","null","0","null","206","null","5088","null","168","null","5088","null","168","null","0","null","206","null",
