"GEO_ID","NAME","B27001A_001E","B27001A_001M","B27001A_001MA","B27001A_001EA","B27001A_002E","B27001A_002M","B27001A_002MA","B27001A_002EA","B27001A_003E","B27001A_003M","B27001A_003MA","B27001A_003EA","B27001A_004E","B27001A_004M","B27001A_004MA","B27001A_004EA","B27001A_005E","B27001A_005M","B27001A_005MA","B27001A_005EA","B27001A_006E","B27001A_006EA","B27001A_006M","B27001A_006MA","B27001A_007E","B27001A_007M","B27001A_007MA","B27001A_007EA","B27001A_008E","B27001A_008M","B27001A_008MA","B27001A_008EA","B27001A_009E","B27001A_009M","B27001A_009MA","B27001A_009EA","B27001A_010E","B27001A_010M","B27001A_010MA","B27001A_010EA","B27001A_011E","B27001A_011M","B27001A_011MA","B27001A_011EA","B27001A_012E","B27001A_012M","B27001A_012MA","B27001A_012EA","B27001A_013E","B27001A_013M","B27001A_013MA","B27001A_013EA","B27001A_014E","B27001A_014M","B27001A_014MA","B27001A_014EA","B27001A_015E","B27001A_015M","B27001A_015MA","B27001A_015EA","B27001A_016E","B27001A_016M","B27001A_016MA","B27001A_016EA","B27001A_017E","B27001A_017EA","B27001A_017M","B27001A_017MA","B27001A_018E","B27001A_018M","B27001A_018MA","B27001A_018EA","B27001A_019E","B27001A_019M","B27001A_019MA","B27001A_019EA","B27001A_020E","B27001A_020M","B27001A_020MA","B27001A_020EA","B27001A_021E","B27001A_021M","B27001A_021MA","B27001A_021EA","B27001A_022E","B27001A_022M","B27001A_022MA","B27001A_022EA","B27001A_023E","B27001A_023M","B27001A_023MA","B27001A_023EA","B27001A_024E","B27001A_024M","B27001A_024MA","B27001A_024EA","B27001A_025E","B27001A_025M","B27001A_025MA","B27001A_025EA","B27001A_026E","B27001A_026M","B27001A_026MA","B27001A_026EA","B27001A_027E","B27001A_027M","B27001A_027MA","B27001A_027EA","B27001A_028E","B27001A_028EA","B27001A_028M","B27001A_028MA",
"0500000US35049","Santa Fe County, New Mexico","123695","3552","null","null","6621","656","null","null","6203","721","null","null","418","324","null","null","15162","1305","null","null","13545","null","1488","null","1617","749","null","null","8010","1471","null","null","6201","1278","null","null","1809","802","null","null","11585","906","null","null","10163","928","null","null","1422","608","null","null","13431","785","null","null","11425","1108","null","null","2006","825","null","null","14124","null","766","null","12237","897","null","null","1887","686","null","null","20012","659","null","null","17618","1137","null","null","2394","983","null","null","21917","423","null","null","21830","435","null","null","87","144","null","null","12833","395","null","null","12617","454","null","null","216","null","240","null",
"0500000US35061","Valencia County, New Mexico","64202","2335","null","null","4510","735","null","null","4431","747","null","null","79","145","null","null","11470","1277","null","null","10302","null","1398","null","1168","976","null","null","7296","1118","null","null","6444","1361","null","null","852","603","null","null","4435","1759","null","null","3291","1381","null","null","1144","1327","null","null","7683","1886","null","null","6283","1877","null","null","1400","919","null","null","7131","null","1324","null","6601","1189","null","null","530","425","null","null","9429","405","null","null","8901","679","null","null","528","444","null","null","7450","484","null","null","7450","484","null","null","0","210","null","null","4798","409","null","null","4798","409","null","null","0","null","210","null",
"0500000US36001","Albany County, New York","225473","2221","null","null","12359","821","null","null","12333","819","null","null","26","42","null","null","28045","1564","null","null","28001","null","1570","null","44","56","null","null","29370","1638","null","null","28840","1572","null","null","530","576","null","null","24113","1197","null","null","22585","1044","null","null","1528","766","null","null","25233","619","null","null","24468","695","null","null","765","537","null","null","28038","null","663","null","27323","856","null","null","715","508","null","null","33416","429","null","null","32453","799","null","null","963","650","null","null","26635","513","null","null","26609","518","null","null","26","45","null","null","18264","615","null","null","18264","615","null","null","0","null","207","null",
"0500000US36005","Bronx County, New York","315098","13771","null","null","23835","3400","null","null","23234","3371","null","null","601","440","null","null","44980","4940","null","null","43918","null","4895","null","1062","658","null","null","28562","2493","null","null","25562","2401","null","null","3000","1278","null","null","39758","3399","null","null","35352","3361","null","null","4406","1722","null","null","38763","3161","null","null","32409","2896","null","null","6354","2005","null","null","34888","null","3012","null","30889","2776","null","null","3999","1547","null","null","39366","2343","null","null","36409","2381","null","null","2957","1010","null","null","34700","2209","null","null","34044","2229","null","null","656","566","null","null","30246","2084","null","null","30221","2083","null","null","25","null","43","null",
"0500000US36007","Broome County, New York","159583","1430","null","null","9413","704","null","null","9157","760","null","null","256","323","null","null","21750","805","null","null","21170","null","873","null","580","272","null","null","19497","896","null","null","18473","935","null","null","1024","414","null","null","15366","741","null","null","13864","935","null","null","1502","728","null","null","16437","186","null","null","15660","629","null","null","777","605","null","null","18160","null","452","null","17002","769","null","null","1158","572","null","null","24977","338","null","null","23920","530","null","null","1057","470","null","null","18276","292","null","null","18276","292","null","null","0","207","null","null","15707","306","null","null","15707","306","null","null","0","null","207","null",
"0500000US36009","Cattaraugus County, New York","69222","457","null","null","4378","339","null","null","3697","466","null","null","681","411","null","null","11028","450","null","null","10250","null","690","null","778","419","null","null","5535","450","null","null","4610","486","null","null","925","470","null","null","6854","297","null","null","5958","530","null","null","896","507","null","null","7546","73","null","null","6728","355","null","null","818","362","null","null","8755","null","170","null","8264","330","null","null","491","254","null","null","10996","69","null","null","10453","324","null","null","543","311","null","null","8549","149","null","null","8469","197","null","null","80","131","null","null","5581","233","null","null","5532","235","null","null","49","null","83","null",
"0500000US36011","Cayuga County, New York","68123","839","null","null","4282","554","null","null","4213","563","null","null","69","65","null","null","9718","603","null","null","9487","null","627","null","231","206","null","null","5035","585","null","null","4824","596","null","null","211","182","null","null","6907","568","null","null","6263","566","null","null","644","329","null","null","7618","348","null","null","6869","431","null","null","749","384","null","null","8883","null","187","null","8288","303","null","null","595","251","null","null","11393","257","null","null","11235","273","null","null","158","96","null","null","8464","79","null","null","8394","151","null","null","70","105","null","null","5823","474","null","null","5812","473","null","null","11","null","18","null",
"0500000US36013","Chautauqua County, New York","114789","2100","null","null","6920","733","null","null","6673","723","null","null","247","170","null","null","17277","686","null","null","16419","null","961","null","858","711","null","null","9859","774","null","null","8929","860","null","null","930","401","null","null","11538","835","null","null","10574","859","null","null","964","427","null","null","11748","295","null","null","10965","573","null","null","783","418","null","null","14344","null","530","null","13640","602","null","null","704","251","null","null","18581","301","null","null","17236","749","null","null","1345","588","null","null","14047","180","null","null","13960","202","null","null","87","95","null","null","10475","395","null","null","10475","395","null","null","0","null","207","null",
"0500000US36015","Chemung County, New York","71977","717","null","null","4531","429","null","null","4495","421","null","null","36","64","null","null","10876","575","null","null","10272","null","647","null","604","423","null","null","5749","559","null","null","5496","640","null","null","253","286","null","null","7818","410","null","null","7136","583","null","null","682","455","null","null","7790","335","null","null","7442","499","null","null","348","407","null","null","9112","null","228","null","8930","276","null","null","182","142","null","null","11138","311","null","null","10762","413","null","null","376","253","null","null","8666","121","null","null","8666","121","null","null","0","207","null","null","6297","284","null","null","6297","284","null","null","0","null","207","null",
"0500000US36019","Clinton County, New York","71597","677","null","null","4195","318","null","null","3932","458","null","null","263","336","null","null","9663","569","null","null","9577","null","571","null","86","94","null","null","8631","517","null","null","8505","512","null","null","126","147","null","null","7895","409","null","null","7535","477","null","null","360","272","null","null","8354","542","null","null","7705","672","null","null","649","360","null","null","8821","null","266","null","8413","462","null","null","408","376","null","null","10685","248","null","null","10168","431","null","null","517","398","null","null","7942","149","null","null","7942","149","null","null","0","207","null","null","5411","445","null","null","5411","445","null","null","0","null","207","null",
"0500000US36027","Dutchess County, New York","222464","2680","null","null","11298","858","null","null","10942","818","null","null","356","257","null","null","30268","1565","null","null","29126","null","1626","null","1142","579","null","null","21813","1298","null","null","20826","1363","null","null","987","634","null","null","22134","1193","null","null","19721","1272","null","null","2413","893","null","null","23895","928","null","null","22140","839","null","null","1755","696","null","null","30694","null","699","null","29393","808","null","null","1301","605","null","null","37022","554","null","null","35545","810","null","null","1477","676","null","null","25784","250","null","null","25501","422","null","null","283","343","null","null","19556","464","null","null","19556","464","null","null","0","null","207","null",
"0500000US36029","Erie County, New York","703004","2772","null","null","38479","1184","null","null","38107","1127","null","null","372","286","null","null","95116","1987","null","null","93981","null","2145","null","1135","597","null","null","56516","1925","null","null","55216","1851","null","null","1300","506","null","null","87347","1711","null","null","82006","2316","null","null","5341","1470","null","null","80184","773","null","null","78212","976","null","null","1972","666","null","null","90245","null","687","null","87484","1289","null","null","2761","1102","null","null","110732","565","null","null","107344","1119","null","null","3388","974","null","null","82454","440","null","null","82218","492","null","null","236","199","null","null","61931","694","null","null","61931","694","null","null","0","null","207","null",
"0500000US36045","Jefferson County, New York","85324","1613","null","null","7700","575","null","null","7494","611","null","null","206","228","null","null","15175","541","null","null","14836","null","581","null","339","281","null","null","5994","929","null","null","5347","877","null","null","647","455","null","null","10347","868","null","null","9351","913","null","null","996","489","null","null","10160","661","null","null","9448","724","null","null","712","391","null","null","9810","null","147","null","8804","605","null","null","1006","616","null","null","11454","88","null","null","10935","462","null","null","519","449","null","null","8627","169","null","null","8627","169","null","null","0","207","null","null","6057","292","null","null","6057","292","null","null","0","null","207","null",
"0500000US36047","Kings County, New York","1107961","11841","null","null","96231","2835","null","null","95524","2820","null","null","707","392","null","null","165579","4115","null","null","163715","null","4157","null","1864","709","null","null","90650","3255","null","null","84458","3426","null","null","6192","1325","null","null","199289","3354","null","null","180737","4128","null","null","18552","2763","null","null","164202","2954","null","null","153230","3245","null","null","10972","1817","null","null","115335","null","2556","null","107456","2539","null","null","7879","1775","null","null","109311","1992","null","null","103805","2325","null","null","5506","1310","null","null","92905","1565","null","null","92130","1566","null","null","775","511","null","null","74459","1684","null","null","74302","1672","null","null","157","null","194","null",
"0500000US36051","Livingston County, New York","56634","606","null","null","2629","230","null","null","2629","230","null","null","0","207","null","null","8716","665","null","null","8615","null","651","null","101","104","null","null","6995","571","null","null","6722","666","null","null","273","372","null","null","5385","216","null","null","4786","408","null","null","599","361","null","null","5867","166","null","null","5781","183","null","null","86","108","null","null","7173","null","68","null","7067","136","null","null","106","110","null","null","9078","93","null","null","8596","329","null","null","482","318","null","null","6429","99","null","null","6362","131","null","null","67","80","null","null","4362","399","null","null","4362","399","null","null","0","null","207","null",
"0500000US36053","Madison County, New York","66326","578","null","null","3819","457","null","null","3819","457","null","null","0","207","null","null","10406","712","null","null","10185","null","733","null","221","188","null","null","6546","523","null","null","5949","669","null","null","597","432","null","null","6313","550","null","null","5882","641","null","null","431","427","null","null","7043","207","null","null","6828","184","null","null","215","184","null","null","8567","null","72","null","8185","297","null","null","382","290","null","null","10847","53","null","null","10573","230","null","null","274","222","null","null","7609","68","null","null","7609","68","null","null","0","207","null","null","5176","187","null","null","5176","187","null","null","0","null","207","null",
"0500000US36055","Monroe County, New York","555339","4360","null","null","31283","1423","null","null","30892","1452","null","null","391","352","null","null","76292","1902","null","null","75411","null","1850","null","881","483","null","null","50413","1912","null","null","47932","1861","null","null","2481","834","null","null","68140","1436","null","null","64735","1794","null","null","3405","903","null","null","63624","998","null","null","61452","1228","null","null","2172","713","null","null","70135","null","816","null","68117","1249","null","null","2018","928","null","null","84303","624","null","null","82286","967","null","null","2017","652","null","null","64224","754","null","null","64179","751","null","null","45","76","null","null","46925","800","null","null","46838","801","null","null","87","null","143","null",
"0500000US36059","Nassau County, New York","907453","9873","null","null","55074","2513","null","null","54827","2444","null","null","247","233","null","null","137131","3100","null","null","133486","null","3048","null","3645","1024","null","null","74015","2745","null","null","69759","2833","null","null","4256","1740","null","null","84806","2678","null","null","79363","2495","null","null","5443","1425","null","null","102580","2485","null","null","96628","2192","null","null","5952","1507","null","null","119242","null","2356","null","115312","2543","null","null","3930","1327","null","null","142433","1823","null","null","139208","2082","null","null","3225","1096","null","null","104934","1239","null","null","104280","1274","null","null","654","468","null","null","87238","1166","null","null","87238","1166","null","null","0","null","207","null",
"0500000US36061","New York County, New York","918546","12235","null","null","50924","2864","null","null","50368","3012","null","null","556","683","null","null","71464","3999","null","null","69327","null","4179","null","2137","1022","null","null","95060","4406","null","null","89327","4606","null","null","5733","2510","null","null","191267","4820","null","null","183192","5200","null","null","8075","2140","null","null","129609","3420","null","null","124802","3658","null","null","4807","1533","null","null","105197","null","3084","null","100086","3687","null","null","5111","2084","null","null","104310","2708","null","null","100958","3100","null","null","3352","1344","null","null","93525","2101","null","null","93043","2179","null","null","482","362","null","null","77190","2247","null","null","76951","2343","null","null","239","null","395","null",
"0500000US36063","Niagara County, New York","178610","1410","null","null","10508","877","null","null","10423","897","null","null","85","142","null","null","23980","1121","null","null","23623","null","1142","null","357","414","null","null","13076","1028","null","null","12749","1106","null","null","327","325","null","null","19800","964","null","null","18575","1090","null","null","1225","615","null","null","20277","570","null","null","19271","739","null","null","1006","495","null","null","23597","null","341","null","22182","942","null","null","1415","825","null","null","30466","282","null","null","29648","467","null","null","818","350","null","null","21769","233","null","null","21769","233","null","null","0","207","null","null","15137","367","null","null","15109","369","null","null","28","null","49","null",
"0500000US36065","Oneida County, New York","187766","2009","null","null","11631","904","null","null","10783","1104","null","null","848","807","null","null","26559","1106","null","null","26098","null","1166","null","461","459","null","null","15538","919","null","null","14611","1045","null","null","927","558","null","null","20360","1005","null","null","18469","1066","null","null","1891","870","null","null","20427","358","null","null","19398","716","null","null","1029","581","null","null","24404","null","651","null","23341","765","null","null","1063","578","null","null","29316","520","null","null","28426","712","null","null","890","477","null","null","22566","276","null","null","22566","276","null","null","0","207","null","null","16965","730","null","null","16939","733","null","null","26","null","42","null",
"0500000US36067","Onondaga County, New York","358397","2034","null","null","21001","1097","null","null","20678","1167","null","null","323","340","null","null","50161","1438","null","null","49295","null","1481","null","866","564","null","null","30135","1331","null","null","27941","1583","null","null","2194","767","null","null","42793","1147","null","null","40582","1380","null","null","2211","686","null","null","41000","784","null","null","37508","1286","null","null","3492","1121","null","null","46238","null","318","null","44747","718","null","null","1491","639","null","null","56332","329","null","null","54939","575","null","null","1393","541","null","null","41115","408","null","null","40944","491","null","null","171","272","null","null","29622","736","null","null","29622","736","null","null","0","null","207","null",
"0500000US36069","Ontario County, New York","100761","951","null","null","5877","498","null","null","5816","495","null","null","61","102","null","null","15076","624","null","null","14923","null","644","null","153","151","null","null","8766","764","null","null","8565","754","null","null","201","237","null","null","9842","722","null","null","9324","719","null","null","518","283","null","null","10938","318","null","null","10451","441","null","null","487","320","null","null","13185","null","244","null","12511","471","null","null","674","419","null","null","15672","238","null","null","15473","278","null","null","199","163","null","null","12597","201","null","null","12597","201","null","null","0","207","null","null","8808","201","null","null","8808","201","null","null","0","null","207","null",
"0500000US36071","Orange County, New York","283141","4719","null","null","23287","1293","null","null","22614","1442","null","null","673","768","null","null","52043","2046","null","null","51200","null","2075","null","843","610","null","null","25100","1747","null","null","23236","1758","null","null","1864","943","null","null","29961","1712","null","null","26415","2009","null","null","3546","1398","null","null","32379","1322","null","null","31549","1408","null","null","830","464","null","null","35406","null","1233","null","34342","1270","null","null","1064","564","null","null","39691","837","null","null","38241","1108","null","null","1450","793","null","null","26924","647","null","null","26848","638","null","null","76","132","null","null","18350","810","null","null","18350","810","null","null","0","null","207","null",
"0500000US36075","Oswego County, New York","110835","786","null","null","7016","620","null","null","6614","799","null","null","402","400","null","null","17288","695","null","null","16769","null","754","null","519","307","null","null","10278","670","null","null","9493","853","null","null","785","487","null","null","12985","465","null","null","11564","768","null","null","1421","720","null","null","12002","214","null","null","11195","408","null","null","807","338","null","null","14835","null","177","null","13830","669","null","null","1005","623","null","null","17446","133","null","null","16856","444","null","null","590","425","null","null","11323","128","null","null","11298","134","null","null","25","43","null","null","7662","93","null","null","7662","93","null","null","0","null","207","null",
"0500000US36079","Putnam County, New York","84651","2262","null","null","4052","560","null","null","3898","617","null","null","154","234","null","null","11935","899","null","null","11730","null","931","null","205","217","null","null","6948","776","null","null","6948","776","null","null","0","207","null","null","8908","839","null","null","8472","878","null","null","436","343","null","null","9285","825","null","null","8693","796","null","null","592","414","null","null","12501","null","575","null","12206","656","null","null","295","248","null","null","14757","454","null","null","14074","617","null","null","683","379","null","null","9508","209","null","null","9498","212","null","null","10","17","null","null","6757","363","null","null","6757","363","null","null","0","null","207","null",
"0500000US36081","Queens County, New York","813898","16891","null","null","57668","3299","null","null","57062","3275","null","null","606","484","null","null","98655","5885","null","null","97634","null","5902","null","1021","559","null","null","56551","3360","null","null","50461","3024","null","null","6090","1676","null","null","114974","3927","null","null","101628","3493","null","null","13346","2653","null","null","111191","3881","null","null","96420","3287","null","null","14771","3045","null","null","98283","null","3662","null","89623","3489","null","null","8660","2032","null","null","109398","3184","null","null","102206","3163","null","null","7192","1796","null","null","88638","1946","null","null","87618","2021","null","null","1020","789","null","null","78540","2392","null","null","78365","2380","null","null","175","null","188","null",
"0500000US36083","Rensselaer County, New York","133613","1616","null","null","7050","496","null","null","6948","532","null","null","102","160","null","null","18772","945","null","null","18701","null","974","null","71","118","null","null","11376","909","null","null","10931","1043","null","null","445","481","null","null","16759","757","null","null","15551","885","null","null","1208","498","null","null","15809","514","null","null","15191","632","null","null","618","421","null","null","17858","null","652","null","17026","933","null","null","832","685","null","null","20879","225","null","null","20879","225","null","null","0","207","null","null","15329","135","null","null","15192","237","null","null","137","160","null","null","9781","564","null","null","9781","564","null","null","0","null","207","null",
"0500000US36085","Richmond County, New York","347401","4614","null","null","23799","1612","null","null","23694","1629","null","null","105","170","null","null","52837","2270","null","null","51476","null","2423","null","1361","1090","null","null","26958","1560","null","null","25985","1584","null","null","973","652","null","null","41032","1921","null","null","38792","2004","null","null","2240","805","null","null","42772","1007","null","null","38754","1601","null","null","4018","1636","null","null","47278","null","923","null","43986","1898","null","null","3292","1913","null","null","49066","1296","null","null","47157","1659","null","null","1909","841","null","null","37555","741","null","null","37468","750","null","null","87","112","null","null","26104","823","null","null","26104","823","null","null","0","null","207","null",
"0500000US36087","Rockland County, New York","224764","4123","null","null","20782","1061","null","null","20725","1048","null","null","57","96","null","null","47625","1841","null","null","46640","null","1619","null","985","914","null","null","18444","1043","null","null","17747","1126","null","null","697","402","null","null","20580","1226","null","null","19065","1248","null","null","1515","624","null","null","23673","1415","null","null","22987","1394","null","null","686","514","null","null","24819","null","885","null","23245","1163","null","null","1574","845","null","null","28477","834","null","null","27975","888","null","null","502","378","null","null","20869","679","null","null","20795","685","null","null","74","88","null","null","19495","843","null","null","19495","843","null","null","0","null","207","null",
"0500000US36089","St. Lawrence County, New York","97782","805","null","null","6068","549","null","null","5124","748","null","null","944","501","null","null","15999","854","null","null","13417","null","1780","null","2582","1724","null","null","10995","772","null","null","9946","1097","null","null","1049","799","null","null","10032","425","null","null","9165","594","null","null","867","538","null","null","10441","211","null","null","9338","831","null","null","1103","836","null","null","11672","null","221","null","11308","321","null","null","364","212","null","null","14440","387","null","null","14125","441","null","null","315","232","null","null","10727","141","null","null","10727","141","null","null","0","207","null","null","7408","385","null","null","7408","385","null","null","0","null","207","null",
"0500000US36091","Saratoga County, New York","211199","1091","null","null","11835","663","null","null","11750","712","null","null","85","149","null","null","32200","1120","null","null","31962","null","1100","null","238","238","null","null","15574","1199","null","null","15158","1282","null","null","416","300","null","null","22419","1224","null","null","20933","1195","null","null","1486","611","null","null","25050","501","null","null","23495","998","null","null","1555","921","null","null","30758","null","622","null","30440","688","null","null","318","239","null","null","32088","292","null","null","31207","545","null","null","881","469","null","null","24922","220","null","null","24922","220","null","null","0","207","null","null","16353","431","null","null","16353","431","null","null","0","null","207","null",
"0500000US36093","Schenectady County, New York","113529","2022","null","null","7231","844","null","null","7020","876","null","null","211","269","null","null","14568","1018","null","null","14245","null","1045","null","323","292","null","null","8645","765","null","null","8113","818","null","null","532","381","null","null","13896","953","null","null","13147","1168","null","null","749","712","null","null","13571","281","null","null","13053","409","null","null","518","327","null","null","14822","null","395","null","14469","438","null","null","353","261","null","null","17714","223","null","null","17500","285","null","null","214","164","null","null","13183","367","null","null","13183","367","null","null","0","207","null","null","9899","464","null","null","9899","464","null","null","0","null","207","null",
"0500000US36101","Steuben County, New York","88803","448","null","null","5750","323","null","null","4918","736","null","null","832","672","null","null","13762","386","null","null","13516","null","433","null","246","196","null","null","6465","528","null","null","5620","600","null","null","845","498","null","null","9599","373","null","null","8646","750","null","null","953","704","null","null","10186","115","null","null","9804","236","null","null","382","211","null","null","11560","null","27","null","10860","361","null","null","700","357","null","null","13732","46","null","null","13200","254","null","null","532","244","null","null","10401","168","null","null","10385","171","null","null","16","25","null","null","7348","237","null","null","7336","237","null","null","12","null","20","null",
"0500000US36103","Suffolk County, New York","1169195","10507","null","null","69717","2933","null","null","68535","2912","null","null","1182","927","null","null","175415","4131","null","null","171407","null","4440","null","4008","1323","null","null","96338","3325","null","null","92403","3361","null","null","3935","1457","null","null","117284","3780","null","null","108155","3327","null","null","9129","2089","null","null","128740","2565","null","null","119756","3129","null","null","8984","2221","null","null","170985","null","2278","null","164978","2522","null","null","6007","1524","null","null","186870","2001","null","null","180426","2274","null","null","6444","1286","null","null","124972","1197","null","null","124345","1217","null","null","627","326","null","null","98874","1084","null","null","98686","1107","null","null","188","null","198","null",
"0500000US36105","Sullivan County, New York","56662","1872","null","null","3594","513","null","null","3594","513","null","null","0","207","null","null","7740","1083","null","null","7740","null","1083","null","0","207","null","null","4558","696","null","null","4227","682","null","null","331","406","null","null","5650","783","null","null","5300","829","null","null","350","299","null","null","5739","280","null","null","5091","384","null","null","648","432","null","null","7339","null","321","null","7175","390","null","null","164","190","null","null","9213","270","null","null","8581","490","null","null","632","466","null","null","7801","434","null","null","7801","434","null","null","0","207","null","null","5028","177","null","null","5028","177","null","null","0","null","207","null",
"0500000US36109","Tompkins County, New York","80589","892","null","null","3202","450","null","null","3202","450","null","null","0","207","null","null","10093","734","null","null","10037","null","726","null","56","59","null","null","17164","1393","null","null","16628","1372","null","null","536","319","null","null","8531","1038","null","null","8127","1048","null","null","404","379","null","null","8631","226","null","null","8509","281","null","null","122","128","null","null","8527","null","176","null","8114","362","null","null","413","335","null","null","10258","145","null","null","9379","604","null","null","879","564","null","null","8710","91","null","null","8632","163","null","null","78","138","null","null","5473","150","null","null","5473","150","null","null","0","null","207","null",
"0500000US36111","Ulster County, New York","148466","2211","null","null","7187","683","null","null","6994","726","null","null","193","308","null","null","18601","1082","null","null","18463","null","1080","null","138","183","null","null","12742","1013","null","null","12307","1015","null","null","435","411","null","null","15253","970","null","null","13828","948","null","null","1425","656","null","null","16406","691","null","null","14912","1046","null","null","1494","770","null","null","19626","null","390","null","18690","533","null","null","936","487","null","null","25389","582","null","null","24764","748","null","null","625","407","null","null","19828","662","null","null","19756","661","null","null","72","119","null","null","13434","526","null","null","13434","526","null","null","0","null","207","null",
"0500000US36113","Warren County, New York","59962","784","null","null","2706","175","null","null","2706","175","null","null","0","207","null","null","8205","361","null","null","8170","null","362","null","35","61","null","null","4574","490","null","null","4544","501","null","null","30","52","null","null","6405","709","null","null","6136","713","null","null","269","215","null","null","6355","181","null","null","6153","255","null","null","202","168","null","null","7900","null","115","null","7735","204","null","null","165","160","null","null","9873","24","null","null","9720","125","null","null","153","124","null","null","8275","334","null","null","8275","334","null","null","0","207","null","null","5669","235","null","null","5669","235","null","null","0","null","207","null",
"0500000US36117","Wayne County, New York","82429","1027","null","null","4945","450","null","null","4945","450","null","null","0","207","null","null","12786","1012","null","null","12523","null","1049","null","263","304","null","null","5763","791","null","null","5405","822","null","null","358","274","null","null","8274","417","null","null","8030","490","null","null","244","213","null","null","8924","126","null","null","8840","144","null","null","84","83","null","null","11914","null","460","null","11523","521","null","null","391","273","null","null","13425","198","null","null","13163","328","null","null","262","227","null","null","9834","198","null","null","9802","207","null","null","32","54","null","null","6564","134","null","null","6564","134","null","null","0","null","207","null",
"0500000US36119","Westchester County, New York","604375","10193","null","null","35476","3290","null","null","35351","3357","null","null","125","165","null","null","90742","3762","null","null","89558","null","3838","null","1184","708","null","null","49085","2504","null","null","46853","2387","null","null","2232","942","null","null","53644","2909","null","null","49323","2565","null","null","4321","2066","null","null","67828","2525","null","null","65821","2483","null","null","2007","777","null","null","86174","null","2027","null","83738","1960","null","null","2436","1026","null","null","94160","1566","null","null","91557","1665","null","null","2603","878","null","null","68358","1107","null","null","68073","1214","null","null","285","265","null","null","58908","1180","null","null","58908","1180","null","null","0","null","207","null",
"0500000US37001","Alamance County, North Carolina","117399","3004","null","null","6979","736","null","null","6581","758","null","null","398","362","null","null","18687","1524","null","null","18215","null","1582","null","472","398","null","null","11280","1125","null","null","9205","1224","null","null","2075","653","null","null","12971","879","null","null","10072","1376","null","null","2899","1232","null","null","12626","934","null","null","10432","991","null","null","2194","989","null","null","15255","null","690","null","13742","670","null","null","1513","609","null","null","16604","803","null","null","14970","592","null","null","1634","932","null","null","12695","263","null","null","12695","263","null","null","0","216","null","null","10302","294","null","null","10239","340","null","null","63","null","110","null",
"0500000US37019","Brunswick County, North Carolina","121530","1692","null","null","5109","689","null","null","5016","688","null","null","93","152","null","null","13490","1242","null","null","13004","null","1343","null","486","413","null","null","4784","813","null","null","4083","834","null","null","701","553","null","null","9393","1088","null","null","6641","971","null","null","2752","1148","null","null","10293","256","null","null","8995","718","null","null","1298","676","null","null","12578","null","166","null","10704","985","null","null","1874","930","null","null","23014","518","null","null","20641","1031","null","null","2373","882","null","null","28613","323","null","null","28404","447","null","null","209","264","null","null","14256","307","null","null","14256","307","null","null","0","null","216","null",
"0500000US37021","Buncombe County, North Carolina","227488","2821","null","null","12900","1144","null","null","11962","1269","null","null","938","837","null","null","28251","1449","null","null","26277","null","1836","null","1974","989","null","null","18727","1500","null","null","13654","1612","null","null","5073","1389","null","null","27539","1816","null","null","21576","1990","null","null","5963","1578","null","null","30386","1194","null","null","24552","2096","null","null","5834","1782","null","null","29294","null","1091","null","23029","1563","null","null","6265","1864","null","null","32423","520","null","null","29370","1011","null","null","3053","921","null","null","29517","381","null","null","29517","381","null","null","0","216","null","null","18451","486","null","null","18451","486","null","null","0","null","216","null",
"0500000US37023","Burke County, North Carolina","73028","1145","null","null","3351","321","null","null","3306","320","null","null","45","84","null","null","9420","881","null","null","9215","null","890","null","205","156","null","null","5034","848","null","null","4086","835","null","null","948","500","null","null","7091","589","null","null","5690","631","null","null","1401","667","null","null","8018","225","null","null","6613","662","null","null","1405","590","null","null","11163","null","644","null","9753","1005","null","null","1410","752","null","null","12008","326","null","null","10998","525","null","null","1010","432","null","null","9652","22","null","null","9627","49","null","null","25","44","null","null","7291","208","null","null","7291","208","null","null","0","null","216","null",
"0500000US37025","Cabarrus County, North Carolina","147533","4970","null","null","10251","1218","null","null","9468","1234","null","null","783","792","null","null","24920","1958","null","null","24407","null","1918","null","513","429","null","null","10618","1087","null","null","9258","1146","null","null","1360","697","null","null","16348","1429","null","null","14041","1020","null","null","2307","1426","null","null","20143","1111","null","null","17867","1253","null","null","2276","872","null","null","21962","null","768","null","20075","1104","null","null","1887","805","null","null","19170","142","null","null","18050","561","null","null","1120","579","null","null","14727","847","null","null","14667","846","null","null","60","100","null","null","9394","351","null","null","9353","355","null","null","41","null","72","null",
"0500000US37027","Caldwell County, North Carolina","72166","937","null","null","3967","477","null","null","3967","477","null","null","0","216","null","null","10763","943","null","null","9855","null","1085","null","908","684","null","null","4219","749","null","null","3360","727","null","null","859","358","null","null","7763","334","null","null","5580","947","null","null","2183","914","null","null","7783","255","null","null","5967","787","null","null","1816","737","null","null","10650","null","349","null","8383","889","null","null","2267","851","null","null","11408","202","null","null","10309","626","null","null","1099","571","null","null","9311","155","null","null","9215","184","null","null","96","133","null","null","6302","230","null","null","6302","230","null","null","0","null","216","null",
