"GEO_ID","NAME","B27001A_001E","B27001A_001M","B27001A_001MA","B27001A_001EA","B27001A_002E","B27001A_002M","B27001A_002MA","B27001A_002EA","B27001A_003E","B27001A_003M","B27001A_003MA","B27001A_003EA","B27001A_004E","B27001A_004M","B27001A_004MA","B27001A_004EA","B27001A_005E","B27001A_005M","B27001A_005MA","B27001A_005EA","B27001A_006E","B27001A_006EA","B27001A_006M","B27001A_006MA","B27001A_007E","B27001A_007M","B27001A_007MA","B27001A_007EA","B27001A_008E","B27001A_008M","B27001A_008MA","B27001A_008EA","B27001A_009E","B27001A_009M","B27001A_009MA","B27001A_009EA","B27001A_010E","B27001A_010M","B27001A_010MA","B27001A_010EA","B27001A_011E","B27001A_011M","B27001A_011MA","B27001A_011EA","B27001A_012E","B27001A_012M","B27001A_012MA","B27001A_012EA","B27001A_013E","B27001A_013M","B27001A_013MA","B27001A_013EA","B27001A_014E","B27001A_014M","B27001A_014MA","B27001A_014EA","B27001A_015E","B27001A_015M","B27001A_015MA","B27001A_015EA","B27001A_016E","B27001A_016M","B27001A_016MA","B27001A_016EA","B27001A_017E","B27001A_017EA","B27001A_017M","B27001A_017MA","B27001A_018E","B27001A_018M","B27001A_018MA","B27001A_018EA","B27001A_019E","B27001A_019M","B27001A_019MA","B27001A_019EA","B27001A_020E","B27001A_020M","B27001A_020MA","B27001A_020EA","B27001A_021E","B27001A_021M","B27001A_021MA","B27001A_021EA","B27001A_022E","B27001A_022M","B27001A_022MA","B27001A_022EA","B27001A_023E","B27001A_023M","B27001A_023MA","B27001A_023EA","B27001A_024E","B27001A_024M","B27001A_024MA","B27001A_024EA","B27001A_025E","B27001A_025M","B27001A_025MA","B27001A_025EA","B27001A_026E","B27001A_026M","B27001A_026MA","B27001A_026EA","B27001A_027E","B27001A_027M","B27001A_027MA","B27001A_027EA","B27001A_028E","B27001A_028EA","B27001A_028M","B27001A_028MA",
"0500000US12127","Volusia County, Florida","431056","6325","null","null","19906","1348","null","null","18558","1499","null","null","1348","873","null","null","50999","2529","null","null","45002","null","2898","null","5997","1562","null","null","30701","1856","null","null","24704","2647","null","null","5997","2074","null","null","39870","1803","null","null","29143","2231","null","null","10727","2174","null","null","43714","1469","null","null","33782","2120","null","null","9932","1921","null","null","54262","null","1170","null","44217","1878","null","null","10045","1541","null","null","71806","1131","null","null","62647","1781","null","null","9159","1764","null","null","68050","759","null","null","67487","1002","null","null","563","628","null","null","51748","852","null","null","51714","855","null","null","34","null","55","null",
"0500000US12131","Walton County, Florida","64120","1300","null","null","4128","644","null","null","4047","630","null","null","81","142","null","null","9028","984","null","null","8521","null","953","null","507","308","null","null","3899","716","null","null","3201","870","null","null","698","515","null","null","6397","727","null","null","4553","862","null","null","1844","761","null","null","7925","501","null","null","7753","538","null","null","172","223","null","null","8329","null","261","null","6839","575","null","null","1490","620","null","null","10853","292","null","null","9215","825","null","null","1638","800","null","null","8570","61","null","null","8570","61","null","null","0","234","null","null","4991","227","null","null","4991","227","null","null","0","null","234","null",
"0500000US13013","Barrow County, Georgia","64412","1524","null","null","4748","599","null","null","4613","608","null","null","135","155","null","null","11461","859","null","null","10602","null","954","null","859","507","null","null","5421","717","null","null","4220","638","null","null","1201","628","null","null","8108","584","null","null","6379","847","null","null","1729","610","null","null","8931","551","null","null","6873","846","null","null","2058","815","null","null","9210","null","815","null","6572","932","null","null","2638","1104","null","null","7718","407","null","null","7100","533","null","null","618","360","null","null","5503","108","null","null","5503","108","null","null","0","234","null","null","3312","92","null","null","3312","92","null","null","0","null","234","null",
"0500000US13015","Bartow County, Georgia","89474","1865","null","null","6346","765","null","null","5979","720","null","null","367","340","null","null","15108","1278","null","null","13691","null","1190","null","1417","1020","null","null","8090","1108","null","null","6278","1148","null","null","1812","694","null","null","10344","1220","null","null","8311","1420","null","null","2033","914","null","null","10917","686","null","null","8402","865","null","null","2515","1117","null","null","12875","null","578","null","9687","906","null","null","3188","996","null","null","12118","387","null","null","11211","607","null","null","907","498","null","null","8362","186","null","null","8362","186","null","null","0","234","null","null","5314","394","null","null","5314","394","null","null","0","null","234","null",
"0500000US13021","Bibb County, Georgia","59228","1158","null","null","3038","171","null","null","2845","275","null","null","193","231","null","null","7960","916","null","null","7796","null","932","null","164","201","null","null","5503","592","null","null","4812","798","null","null","691","467","null","null","6963","449","null","null","5380","743","null","null","1583","708","null","null","6432","480","null","null","4344","675","null","null","2088","798","null","null","7511","null","406","null","6419","475","null","null","1092","431","null","null","8588","151","null","null","7878","416","null","null","710","396","null","null","7447","145","null","null","7447","145","null","null","0","234","null","null","5786","183","null","null","5786","183","null","null","0","null","234","null",
"0500000US13031","Bulloch County, Georgia","51476","897","null","null","3147","526","null","null","3069","560","null","null","78","141","null","null","7824","1335","null","null","7323","null","1291","null","501","452","null","null","10740","1279","null","null","10353","1321","null","null","387","343","null","null","6135","623","null","null","5475","658","null","null","660","527","null","null","5744","394","null","null","4708","718","null","null","1036","565","null","null","5409","null","75","null","4494","536","null","null","915","542","null","null","5624","85","null","null","4548","689","null","null","1076","674","null","null","4136","113","null","null","3880","392","null","null","256","378","null","null","2717","121","null","null","2717","121","null","null","0","null","234","null",
"0500000US13045","Carroll County, Georgia","87726","3061","null","null","6138","1740","null","null","6138","1740","null","null","0","234","null","null","13506","958","null","null","13389","null","999","null","117","204","null","null","10047","958","null","null","6075","1576","null","null","3972","1373","null","null","10271","887","null","null","9222","937","null","null","1049","579","null","null","11548","1363","null","null","8133","1333","null","null","3415","1774","null","null","11672","null","696","null","8622","1270","null","null","3050","1088","null","null","10912","46","null","null","8930","767","null","null","1982","763","null","null","8126","169","null","null","8043","217","null","null","83","144","null","null","5506","139","null","null","5506","139","null","null","0","null","234","null",
"0500000US13047","Catoosa County, Georgia","62379","801","null","null","4121","540","null","null","3671","453","null","null","450","566","null","null","10215","978","null","null","9973","null","1178","null","242","336","null","null","4656","1161","null","null","3844","1103","null","null","812","551","null","null","6913","1357","null","null","5445","1141","null","null","1468","964","null","null","7582","221","null","null","6731","624","null","null","851","610","null","null","9077","null","694","null","8715","754","null","null","362","287","null","null","8219","79","null","null","7664","400","null","null","555","394","null","null","6708","79","null","null","6708","79","null","null","0","234","null","null","4888","110","null","null","4888","110","null","null","0","null","234","null",
"0500000US13051","Chatham County, Georgia","144216","2986","null","null","9267","1069","null","null","8336","1382","null","null","931","899","null","null","17739","1655","null","null","15822","null","1524","null","1917","1311","null","null","13921","1749","null","null","10243","1728","null","null","3678","1536","null","null","19914","1546","null","null","14812","2021","null","null","5102","1706","null","null","18238","1486","null","null","13065","1648","null","null","5173","2150","null","null","16539","null","404","null","13646","1122","null","null","2893","1016","null","null","18969","579","null","null","16510","1102","null","null","2459","1015","null","null","17333","330","null","null","16842","587","null","null","491","473","null","null","12296","328","null","null","12296","328","null","null","0","null","234","null",
"0500000US13057","Cherokee County, Georgia","219780","3548","null","null","15400","1139","null","null","14951","1143","null","null","449","443","null","null","39000","2570","null","null","36878","null","2632","null","2122","1041","null","null","16755","1721","null","null","14119","1982","null","null","2636","1079","null","null","23103","1502","null","null","17916","1312","null","null","5187","1535","null","null","28760","1401","null","null","24590","1721","null","null","4170","1569","null","null","32292","null","1158","null","28164","1657","null","null","4128","1478","null","null","29970","856","null","null","25897","1630","null","null","4073","1400","null","null","22288","621","null","null","22288","621","null","null","0","234","null","null","12212","420","null","null","12134","428","null","null","78","null","137","null",
"0500000US13059","Clarke County, Georgia","80281","1991","null","null","4503","1617","null","null","4115","1671","null","null","388","438","null","null","9679","1473","null","null","8447","null","1352","null","1232","1082","null","null","22669","1011","null","null","20139","1489","null","null","2530","1068","null","null","11336","981","null","null","9766","837","null","null","1570","721","null","null","7515","437","null","null","6415","541","null","null","1100","535","null","null","7971","null","1156","null","5683","565","null","null","2288","1410","null","null","6854","359","null","null","6124","517","null","null","730","453","null","null","5917","80","null","null","5917","80","null","null","0","234","null","null","3837","161","null","null","3837","161","null","null","0","null","234","null",
"0500000US13063","Clayton County, Georgia","48686","5321","null","null","5108","1506","null","null","4130","1566","null","null","978","674","null","null","9016","1853","null","null","7599","null","1928","null","1417","1018","null","null","4175","1343","null","null","1685","1043","null","null","2490","1166","null","null","4587","1961","null","null","2888","1816","null","null","1699","702","null","null","6994","1512","null","null","3315","1068","null","null","3679","1556","null","null","4608","null","1538","null","3711","1528","null","null","897","683","null","null","5808","786","null","null","5438","778","null","null","370","361","null","null","4899","470","null","null","4899","470","null","null","0","234","null","null","3491","174","null","null","3395","23","null","null","96","null","173","null",
"0500000US13067","Cobb County, Georgia","424838","7147","null","null","27946","2004","null","null","25822","2067","null","null","2124","1062","null","null","64873","3358","null","null","61026","null","3201","null","3847","1243","null","null","33587","2103","null","null","27188","1878","null","null","6399","1569","null","null","48729","1754","null","null","40838","2484","null","null","7891","2286","null","null","56207","1801","null","null","45615","2584","null","null","10592","2390","null","null","59334","null","1632","null","53452","2319","null","null","5882","1607","null","null","59456","968","null","null","53825","1794","null","null","5631","1798","null","null","45921","830","null","null","45673","753","null","null","248","333","null","null","28785","855","null","null","28785","855","null","null","0","null","234","null",
"0500000US13073","Columbia County, Georgia","113317","1222","null","null","8633","1001","null","null","8485","1004","null","null","148","195","null","null","20740","1254","null","null","19645","null","1385","null","1095","852","null","null","7550","1112","null","null","6057","1251","null","null","1493","822","null","null","14980","1071","null","null","11755","1510","null","null","3225","1495","null","null","14842","677","null","null","13083","828","null","null","1759","793","null","null","14373","null","677","null","13548","983","null","null","825","675","null","null","14398","551","null","null","12960","957","null","null","1438","787","null","null","11246","613","null","null","11246","613","null","null","0","234","null","null","6555","94","null","null","6555","94","null","null","0","null","234","null",
"0500000US13077","Coweta County, Georgia","112122","1578","null","null","7142","773","null","null","6778","634","null","null","364","342","null","null","20884","1180","null","null","20719","null","1234","null","165","225","null","null","8531","1398","null","null","7372","1458","null","null","1159","782","null","null","12232","934","null","null","10265","1211","null","null","1967","1022","null","null","13686","523","null","null","11876","932","null","null","1810","823","null","null","16482","null","698","null","14909","1193","null","null","1573","1070","null","null","15804","542","null","null","14469","736","null","null","1335","597","null","null","10807","544","null","null","10675","571","null","null","132","148","null","null","6554","83","null","null","6554","83","null","null","0","null","234","null",
"0500000US13089","DeKalb County, Georgia","255005","4866","null","null","18778","1404","null","null","17893","1466","null","null","885","695","null","null","34238","2727","null","null","30580","null","2173","null","3658","1996","null","null","19269","1636","null","null","17696","1621","null","null","1573","564","null","null","37759","1674","null","null","30444","1891","null","null","7315","1399","null","null","38972","1177","null","null","32983","1007","null","null","5989","1358","null","null","34423","null","1036","null","30672","1167","null","null","3751","1121","null","null","30714","779","null","null","26797","1346","null","null","3917","1254","null","null","22565","608","null","null","21986","759","null","null","579","574","null","null","18287","841","null","null","18247","843","null","null","40","null","67","null",
"0500000US13095","Dougherty County, Georgia","21211","533","null","null","1580","361","null","null","1580","361","null","null","0","234","null","null","1814","484","null","null","1516","null","411","null","298","510","null","null","1481","544","null","null","848","482","null","null","633","459","null","null","2288","925","null","null","2009","921","null","null","279","293","null","null","1429","651","null","null","1127","623","null","null","302","380","null","null","2827","null","788","null","2073","745","null","null","754","504","null","null","3460","234","null","null","2666","518","null","null","794","518","null","null","3383","175","null","null","3383","175","null","null","0","234","null","null","2949","229","null","null","2856","282","null","null","93","null","155","null",
"0500000US13097","Douglas County, Georgia","64966","1864","null","null","4194","453","null","null","3788","699","null","null","406","511","null","null","10942","1036","null","null","9525","null","1106","null","1417","950","null","null","4534","715","null","null","3730","736","null","null","804","579","null","null","7140","923","null","null","6044","1119","null","null","1096","628","null","null","7585","884","null","null","6185","1160","null","null","1400","859","null","null","9027","null","446","null","8002","905","null","null","1025","795","null","null","9778","531","null","null","8232","1043","null","null","1546","931","null","null","7068","423","null","null","7068","423","null","null","0","234","null","null","4698","380","null","null","4698","380","null","null","0","null","234","null",
"0500000US13113","Fayette County, Georgia","74683","1366","null","null","4151","550","null","null","3984","567","null","null","167","145","null","null","12966","1071","null","null","12676","null","1112","null","290","300","null","null","5502","893","null","null","5228","907","null","null","274","319","null","null","4755","638","null","null","4387","640","null","null","368","227","null","null","8313","609","null","null","7100","669","null","null","1213","659","null","null","11007","null","837","null","10198","607","null","null","809","607","null","null","11747","249","null","null","10557","624","null","null","1190","624","null","null","9624","315","null","null","9624","315","null","null","0","234","null","null","6618","224","null","null","6618","224","null","null","0","null","234","null",
"0500000US13115","Floyd County, Georgia","74184","2488","null","null","4860","711","null","null","4812","708","null","null","48","82","null","null","11821","1110","null","null","10794","null","1176","null","1027","601","null","null","7676","1067","null","null","6155","1234","null","null","1521","981","null","null","8436","1352","null","null","6432","1357","null","null","2004","750","null","null","7789","275","null","null","5887","713","null","null","1902","753","null","null","9907","null","592","null","7541","1049","null","null","2366","1119","null","null","9685","87","null","null","8560","624","null","null","1125","600","null","null","8109","194","null","null","8109","194","null","null","0","234","null","null","5901","311","null","null","5846","324","null","null","55","null","90","null",
"0500000US13117","Forsyth County, Georgia","182134","3001","null","null","11842","566","null","null","10688","773","null","null","1154","564","null","null","37920","1273","null","null","36988","null","1492","null","932","680","null","null","12508","940","null","null","11566","1036","null","null","942","493","null","null","15046","1115","null","null","12956","1056","null","null","2090","868","null","null","23916","1043","null","null","20206","1128","null","null","3710","1145","null","null","30642","null","629","null","29336","717","null","null","1306","508","null","null","23219","396","null","null","21347","711","null","null","1872","802","null","null","15804","252","null","null","15759","263","null","null","45","76","null","null","11237","458","null","null","11133","430","null","null","104","null","177","null",
"0500000US13121","Fulton County, Georgia","466561","5650","null","null","26673","1571","null","null","26049","1684","null","null","624","463","null","null","64761","2613","null","null","62637","null","2657","null","2124","1245","null","null","45185","2348","null","null","40369","3982","null","null","4816","3214","null","null","71490","2331","null","null","65686","2422","null","null","5804","1507","null","null","61931","1502","null","null","58017","1724","null","null","3914","1441","null","null","71064","null","1046","null","68035","1445","null","null","3029","1032","null","null","60904","871","null","null","58149","1251","null","null","2755","913","null","null","38786","674","null","null","38685","667","null","null","101","167","null","null","25767","709","null","null","25301","1054","null","null","466","null","752","null",
"0500000US13127","Glynn County, Georgia","55418","1208","null","null","2336","168","null","null","2094","336","null","null","242","270","null","null","7593","660","null","null","6928","null","925","null","665","674","null","null","4178","1090","null","null","3136","956","null","null","1042","688","null","null","4928","801","null","null","3280","643","null","null","1648","823","null","null","6079","366","null","null","4851","813","null","null","1228","726","null","null","7323","null","588","null","5396","835","null","null","1927","984","null","null","8596","234","null","null","7345","809","null","null","1251","809","null","null","8724","234","null","null","8556","279","null","null","168","279","null","null","5661","436","null","null","5661","436","null","null","0","null","234","null",
"0500000US13135","Gwinnett County, Georgia","427224","10626","null","null","30959","2765","null","null","27463","2888","null","null","3496","1940","null","null","77793","4780","null","null","67222","null","5390","null","10571","3503","null","null","33090","2275","null","null","23601","3038","null","null","9489","2815","null","null","46664","2432","null","null","36169","2239","null","null","10495","2374","null","null","55441","2849","null","null","40180","2011","null","null","15261","3033","null","null","60387","null","2406","null","50103","2733","null","null","10284","2082","null","null","59822","1354","null","null","54019","2121","null","null","5803","1733","null","null","40921","1013","null","null","40060","891","null","null","861","696","null","null","22147","844","null","null","21897","965","null","null","250","null","366","null",
"0500000US13139","Hall County, Georgia","174205","2586","null","null","14143","1187","null","null","12952","1289","null","null","1191","782","null","null","29569","1451","null","null","25375","null","1963","null","4194","1763","null","null","15603","1316","null","null","9983","1379","null","null","5620","1489","null","null","19463","1013","null","null","13787","1616","null","null","5676","1333","null","null","21267","582","null","null","13808","1263","null","null","7459","1398","null","null","23588","null","351","null","17519","1177","null","null","6069","1203","null","null","22000","595","null","null","19319","1152","null","null","2681","959","null","null","16415","631","null","null","16240","579","null","null","175","284","null","null","12157","282","null","null","12091","302","null","null","66","null","107","null",
"0500000US13151","Henry County, Georgia","106388","1867","null","null","6859","903","null","null","6267","1005","null","null","592","603","null","null","19783","1216","null","null","18688","null","1461","null","1095","826","null","null","9309","1098","null","null","8636","1152","null","null","673","425","null","null","9435","1027","null","null","7727","685","null","null","1708","975","null","null","12694","833","null","null","10229","1302","null","null","2465","1050","null","null","16144","null","937","null","14966","1103","null","null","1178","626","null","null","14903","465","null","null","13176","953","null","null","1727","950","null","null","10529","311","null","null","10506","304","null","null","23","42","null","null","6732","210","null","null","6732","210","null","null","0","null","234","null",
"0500000US13153","Houston County, Georgia","87698","2604","null","null","5463","704","null","null","5235","775","null","null","228","274","null","null","14648","761","null","null","13105","null","1353","null","1543","1148","null","null","8661","1316","null","null","6207","1257","null","null","2454","1551","null","null","9748","1169","null","null","8478","1087","null","null","1270","950","null","null","10742","676","null","null","9642","849","null","null","1100","608","null","null","11377","null","535","null","9229","872","null","null","2148","821","null","null","12829","482","null","null","12186","604","null","null","643","472","null","null","8417","205","null","null","8417","205","null","null","0","234","null","null","5813","255","null","null","5813","255","null","null","0","null","234","null",
"0500000US13157","Jackson County, Georgia","61178","1617","null","null","4443","591","null","null","4418","588","null","null","25","43","null","null","11465","805","null","null","10383","null","999","null","1082","793","null","null","3008","509","null","null","2567","555","null","null","441","293","null","null","8170","684","null","null","7033","876","null","null","1137","661","null","null","8011","490","null","null","7470","594","null","null","541","366","null","null","8304","null","396","null","6608","812","null","null","1696","655","null","null","7931","354","null","null","7119","529","null","null","812","465","null","null","6171","656","null","null","6158","656","null","null","13","26","null","null","3675","187","null","null","3675","187","null","null","0","null","234","null",
"0500000US13185","Lowndes County, Georgia","60625","1811","null","null","4266","420","null","null","4242","414","null","null","24","43","null","null","10481","904","null","null","9572","null","1011","null","909","667","null","null","8648","1440","null","null","6020","1588","null","null","2628","1760","null","null","7585","1044","null","null","5316","1172","null","null","2269","873","null","null","6348","722","null","null","4597","1068","null","null","1751","751","null","null","6770","null","296","null","6486","405","null","null","284","281","null","null","6999","111","null","null","5262","813","null","null","1737","811","null","null","5421","122","null","null","5421","122","null","null","0","234","null","null","4107","101","null","null","4107","101","null","null","0","null","234","null",
"0500000US13215","Muscogee County, Georgia","77729","2139","null","null","6719","922","null","null","6404","923","null","null","315","309","null","null","11740","1173","null","null","11740","null","1173","null","0","234","null","null","6754","989","null","null","5838","917","null","null","916","683","null","null","9265","981","null","null","8521","1164","null","null","744","458","null","null","9964","817","null","null","8098","1416","null","null","1866","1210","null","null","9136","null","673","null","7984","673","null","null","1152","515","null","null","9852","320","null","null","7609","849","null","null","2243","837","null","null","7818","274","null","null","7767","238","null","null","51","94","null","null","6481","72","null","null","6481","72","null","null","0","null","234","null",
"0500000US13217","Newton County, Georgia","54915","807","null","null","5370","977","null","null","4274","1247","null","null","1096","852","null","null","8171","1065","null","null","6552","null","1343","null","1619","910","null","null","4185","855","null","null","3513","574","null","null","672","663","null","null","7050","936","null","null","4451","1081","null","null","2599","899","null","null","6086","466","null","null","4222","711","null","null","1864","909","null","null","7736","null","735","null","5310","1055","null","null","2426","1199","null","null","7113","390","null","null","6117","349","null","null","996","498","null","null","5538","225","null","null","5453","319","null","null","85","158","null","null","3666","141","null","null","3666","141","null","null","0","null","234","null",
"0500000US13223","Paulding County, Georgia","125140","1543","null","null","8866","556","null","null","8733","588","null","null","133","166","null","null","22894","797","null","null","21830","null","1088","null","1064","781","null","null","10495","1392","null","null","7005","1873","null","null","3490","1910","null","null","14662","1134","null","null","12255","1191","null","null","2407","1160","null","null","17782","1333","null","null","15618","1022","null","null","2164","1108","null","null","19810","null","1476","null","17233","1917","null","null","2577","1103","null","null","15310","619","null","null","12429","1803","null","null","2881","1782","null","null","9664","188","null","null","9626","214","null","null","38","71","null","null","5657","239","null","null","5657","239","null","null","0","null","234","null",
"0500000US13245","Richmond County, Georgia","64875","1680","null","null","4267","369","null","null","3899","537","null","null","368","394","null","null","9174","1121","null","null","8538","null","1069","null","636","398","null","null","6013","876","null","null","4629","1093","null","null","1384","960","null","null","8026","1063","null","null","6738","1109","null","null","1288","767","null","null","7212","314","null","null","5642","627","null","null","1570","654","null","null","7516","null","401","null","6020","751","null","null","1496","815","null","null","9430","315","null","null","7925","676","null","null","1505","623","null","null","7410","220","null","null","7410","220","null","null","0","234","null","null","5827","168","null","null","5827","168","null","null","0","null","234","null",
"0500000US13247","Rockdale County, Georgia","33095","1625","null","null","1263","716","null","null","1263","716","null","null","0","234","null","null","6084","1036","null","null","5005","null","1347","null","1079","922","null","null","1569","695","null","null","1252","611","null","null","317","316","null","null","3628","1480","null","null","2707","1334","null","null","921","580","null","null","3754","1353","null","null","2171","1403","null","null","1583","811","null","null","3529","null","855","null","2219","818","null","null","1310","626","null","null","5490","339","null","null","4755","628","null","null","735","563","null","null","4454","198","null","null","4454","198","null","null","0","234","null","null","3324","234","null","null","3324","234","null","null","0","null","234","null",
"0500000US13255","Spalding County, Georgia","40279","943","null","null","2608","537","null","null","2555","502","null","null","53","111","null","null","6522","736","null","null","5503","null","847","null","1019","824","null","null","2498","626","null","null","1908","591","null","null","590","423","null","null","2906","1068","null","null","1898","772","null","null","1008","576","null","null","5378","661","null","null","3833","682","null","null","1545","638","null","null","5164","null","383","null","4581","506","null","null","583","349","null","null","5929","292","null","null","4871","790","null","null","1058","724","null","null","5642","292","null","null","5642","292","null","null","0","234","null","null","3632","269","null","null","3632","269","null","null","0","null","234","null",
"0500000US13285","Troup County, Georgia","38974","1266","null","null","2941","483","null","null","2837","524","null","null","104","180","null","null","5772","669","null","null","5544","null","725","null","228","294","null","null","3703","554","null","null","2813","619","null","null","890","545","null","null","4659","456","null","null","3292","546","null","null","1367","648","null","null","4126","576","null","null","3634","613","null","null","492","364","null","null","4590","null","485","null","3755","672","null","null","835","637","null","null","5739","217","null","null","5252","448","null","null","487","398","null","null","4395","26","null","null","4395","26","null","null","0","234","null","null","3049","267","null","null","3049","267","null","null","0","null","234","null",
"0500000US13295","Walker County, Georgia","62808","1360","null","null","3831","365","null","null","3719","427","null","null","112","190","null","null","10138","768","null","null","8361","null","1806","null","1777","1674","null","null","4990","984","null","null","4523","1071","null","null","467","518","null","null","6832","451","null","null","4815","861","null","null","2017","809","null","null","7591","467","null","null","5225","1116","null","null","2366","1144","null","null","8200","null","243","null","7137","665","null","null","1063","641","null","null","8913","168","null","null","7846","686","null","null","1067","690","null","null","6964","150","null","null","6964","150","null","null","0","234","null","null","5349","265","null","null","5349","265","null","null","0","null","234","null",
"0500000US13297","Walton County, Georgia","72078","1238","null","null","4860","578","null","null","4539","578","null","null","321","287","null","null","12703","640","null","null","10724","null","998","null","1979","866","null","null","5153","601","null","null","4204","886","null","null","949","696","null","null","8045","696","null","null","6752","837","null","null","1293","592","null","null","8691","368","null","null","6752","676","null","null","1939","649","null","null","10199","null","239","null","8382","1016","null","null","1817","996","null","null","9691","200","null","null","8178","798","null","null","1513","728","null","null","7531","267","null","null","7449","301","null","null","82","141","null","null","5205","399","null","null","5205","399","null","null","0","null","234","null",
